enlace,mean_r1_mattr,std_r1_mattr,mean_r2_mattr,std_r2_mattr
32,0.5913175300479881,0.012044207254502884,0.5909006311940083,0.012941536647359812
16,0.6711694009924001,0.011878156397609772,0.7013354977368479,0.009523578974579158
8,0.706280432509336,0.011358621928792193,0.7255774457441995,0.008240316508647249
4,0.719408790118809,0.010840269777661938,0.7345644085479727,0.008908653420265996
2,0.7209516604072168,0.010896764964511448,0.7394438837575954,0.00814543612812644
1,0.720741422242413,0.011035394023882105,0.7395670180374938,0.008127234951598221
