#n_nodes  m_edges  aspl  diameter  acluster  assort    n_conn  n_comp  o_largestc
2500  8517   17.4161840736  49  0.232893621934    0.111421375858  3   1  2500
2475  8350   17.4309768665  49  0.232631364147    0.123888628815  3   1  2475
2450  8195   17.4736660528  49  0.232336867214    0.133859686175  2   1  2450
2425  8026   17.5012986969  49  0.232296157451    0.139204808054  2   1  2425
2400  7862   17.5204276087  49  0.231949374699    0.144301300844  2   1  2400
2375  7703   17.5801292954  50  0.232348507633    0.142976935121  2   1  2375
2350  7543   17.6239203645  50  0.232820975715    0.143137611135  2   1  2350
2325  7377   17.6773771584  50   0.23320802495    0.141605856656  2   1  2325
2300  7216   17.6997632241  50  0.232571742267    0.141548499631  2   1  2300
2275  7057   17.7445655136  50  0.232927231499    0.152940080366  2   1  2275
2250  6895   17.8222716269  50  0.233130126663    0.144662477256  2   1  2250
2225  6742   17.8943787891  50  0.232690176241    0.144662196496  2   1  2225
2200  6587   17.9628686593  50   0.23223589794    0.141931441603  1   1  2200
2175  6427   18.0164358299  50   0.23092279113    0.153771235275  1   1  2175
2150  6292   18.0473016113  50  0.230716836135    0.161425344577  1   1  2150
2125  6150   18.0963917137  50  0.230593837535    0.159210648937  1   1  2125
2100  6009   18.1261702852  50  0.231218820862    0.161883024136  1   1  2100
2075  5866   18.1771188902  50  0.232114744693    0.158401102792  1   1  2075
2050  5727   18.2201954552  51  0.232142082849    0.168360673317  1   1  2050
2025  5579   18.2512760455  51   0.23192122281    0.172730608586  1   1  2025
2000  5440   18.3397338669  51   0.23253452381    0.168261363717  1   1  2000
1975  5297   18.4764233773  51  0.231819570022    0.163789139183  1   1  1975
1950  5155   18.5510286669  51  0.232276760277    0.156499484178  1   1  1950
1925  5025   18.6781683182  51  0.233266130695     0.14055367684  1   1  1925
1900  4893   18.6878789391  51  0.234760233918    0.133572699553  1   1  1900
1875  4771   18.7582292423  51  0.236519365079    0.130202563129  1   1  1875
1850  4642   18.9175577741  51  0.237921063921    0.141765078635  1   1  1850
1825  4522   18.9940765441  51  0.238345292455    0.146096529356  1   1  1825
1800  4399   19.0489463282  51  0.238651675485    0.147360925755  1   1  1800
1775  4279   19.1455737809  52  0.240000894254    0.138272449785  1   1  1775
1750  4163   19.2491258678  52  0.240551927438    0.144019662467  1   1  1750
1725  4051   19.3877514375  53    0.2393784219    0.161356128476  1   1  1725
1700  3923   19.5588616141  54  0.240270308123    0.163454556382  1   1  1700
1675  3809   19.7545298597  55  0.240980810235    0.168570003962  1   1  1675
1650  3696   20.0404939633  56  0.240425685426    0.163424548628  1   1  1650
1625  3583   20.1047555892  56  0.239702564103    0.172676175471  1   1  1625
1600  3474   20.1887210757  56  0.238485119048    0.187855172788  1   1  1600
1575  3358   20.4412609669  56  0.236659108088    0.189153763914  1   1  1575
1550  3254   20.6476794602  56  0.234975422427     0.19158300784  1   1  1550
1525  3155   20.7529844226  56  0.235968941382    0.193651735749  1   2  1524
1500  3050   20.9173304956  57  0.232949770817    0.198343714308  1   4  1496
1475  2954   21.2885590159  58  0.231808745296    0.201980525427  1   6  1468
1450  2860   21.3365724628  58  0.234503184503    0.192484778915  1   6  1443
1425  2768   21.6666905893  58  0.234793493968    0.192407760995  1   7  1417
1400  2668   22.2252124397  58  0.235519153743    0.195017475862  1   8  1391
1375  2571   22.6055332036  58  0.234023844486    0.206097976352  1  10  1362
1350  2491   22.6859678485  58  0.230331340309    0.198626343193  1  10  1338
1325  2399   22.7249876595  59  0.224949826674    0.201271086139  1  13  1305
1300  2306   21.8389115646  56  0.225196388079    0.202238755603  1  16  1176
1275  2226   22.1277660331  57   0.22510015281    0.196801869732  1  16  1153
1250  2129   22.6959305309  63  0.223321069103    0.195748835934  1  20  1126
1225  2042   23.2621872104  64  0.217705026455    0.191111783278  1  21  1080
1200  1971   23.6501452853  64  0.219464969896    0.180729610139  1  24  1044
1175  1899   23.2110579845  63  0.218510141544    0.195768814511  1  26   979
1150  1817   23.7592253248  65  0.213426137228    0.210571336555  1  27   939
1125  1736   24.9132594373  66  0.205591985428    0.209748697209  1  31   915
1100  1663   25.8454204971  73  0.204895516007    0.215450333497  1  37   891
1075  1585   26.0895632627  73  0.196476740985    0.210618199417  1  45   865
1050  1508   29.2362241403  76   0.18825083671    0.227707370257  1  51   811
1025  1434   25.5831409776  70  0.189314194577    0.228148663561  1  56   627
1000  1360   25.3161203361  71  0.191757312062    0.198055167154  1  61   591
 975  1296   25.1654709695  74   0.19337048988    0.201897102922  1  67   487
 950  1232   27.5305713577  81  0.194514122566    0.216853070915  1  78   467
 925  1174   18.0924993108  48  0.197879858657    0.153573278432  1  87   283
 900  1114   18.0582552009  46  0.200119904077    0.139442120074  1  99   278
 875  1041   16.8396537195  43  0.196360989811   0.0709813830385  1 111   229
 850   986   17.0571059432  42           0.175   0.0884543761639  1 118   216
 825   929   18.0966051492  46  0.181587301587   0.0520818221384  1 125   210
 800   872   16.6367096378  42  0.142541436464   0.0517394194549  1 136   181
 775   830   11.2515370222  31  0.238314176245    0.334328782708  1 140    87
 750   782    11.392713712  31  0.240873015873    0.365081914552  1 145    84
 725   725    11.329877823  31   0.21981981982    0.272715800101  1 156    74
 700   652   10.1162314388  26  0.225925925926    0.278606965174  1 168    63
 675   606   9.90395480226  26  0.239444444444    0.291495130033  1 171    60
 650   568   7.31219512195  16  0.165040650407    -0.32626680455  1 172    41
 625   529   6.68067226891  17   0.22380952381    0.119348268839  1 176    35
 600   489   5.32056451613  13  0.122916666667  0.00122249388753  1 179    32
 575   449   5.50492610837  13 0.0862068965517    -0.13722826087  1 183    29
 550   416   5.30158730159  12 0.0892857142857   -0.150568181818  1 184    28
 525   371    4.8961038961  10  0.112121212121    0.223628691983  1 193    22
 500   337    4.8961038961  10  0.112121212121    0.223628691983  1 197    22
 475   307   4.59473684211  10  0.123333333333    0.200631911532  1 199    20
 450   282   4.48538011696  10  0.129824561404    0.151515151515  1 197    19
 425   239   4.23333333333  10  0.104166666667               0.0  1 203    16
 400   216   2.86666666667   6             0.0  -0.0227272727273  1 198    10
 375   187   2.86666666667   6             0.0  -0.0227272727273  1 201    10
 350   163   2.28571428571   5          0.1875   -0.222222222222  1 199     8
 325   127   1.93333333333   4  0.277777777778              -0.2  1 205     6
 300   107   1.93333333333   4  0.277777777778              -0.2  1 197     6
 275    93   2.33333333333   5             0.0             -0.25  1 185     6
 250    73             2.0   4             0.0   -0.333333333333  1 180     5
 225    58             2.0   4             0.0   -0.333333333333  1 169     5
 200    39             2.0   4             0.0   -0.333333333333  1 162     5
 175    29             2.0   4             0.0   -0.333333333333  1 146     5
 150    19   1.66666666667   3             0.0              -0.5  1 131     4
 125    13   1.33333333333   2             0.0              -1.0  1 112     3
 100     9   1.33333333333   2             0.0              -1.0  1  91     3
  75     6             1.0   1             0.0                na  1  69     2
  50     3             1.0   1             0.0                na  1  47     2
  25     1             1.0   1             0.0                na  1  24     2
   1     0               0   0             0.0                na  0   1     1
