num_nodes,removed,mean_r1,std_r1,mean_r2,std_r2
2500,0.0,9.0,0.0,7.0,0.0
2475,0.01,10.8,0.42163702135578385,7.2,0.421637021355784
2450,0.02,11.3,0.4830458915396481,7.3,0.4830458915396479
2425,0.03,11.9,0.31622776601683794,7.6,0.5163977794943223
2400,0.04,12.6,0.5163977794943222,7.8,0.4216370213557839
2375,0.05,13.2,0.42163702135578385,8.0,0.0
2350,0.06,13.7,0.48304589153964794,8.0,0.0
2325,0.07,14.2,0.42163702135578407,8.0,0.0
2300,0.08,14.7,0.48304589153964794,8.1,0.3162277660168379
2275,0.09,15.3,0.8232726023485646,8.2,0.42163702135578396
2250,0.1,15.7,0.8232726023485645,8.3,0.4830458915396481
2225,0.11,16.5,0.5270462766947299,8.7,0.48304589153964805
2200,0.12,17.2,0.7888106377466155,9.0,0.0
2175,0.13,17.7,0.8232726023485646,9.0,0.0
2150,0.14,18.6,0.9660917830792959,9.0,0.0
2125,0.15,19.2,1.3165611772087662,9.1,0.316227766016838
2100,0.16,20.2,0.9189365834726813,9.3,0.4830458915396481
2075,0.17,20.9,1.286683937707919,9.7,0.48304589153964794
2050,0.18,22.0,1.1547005383792515,9.9,0.3162277660168379
2025,0.19,22.5,1.1785113019775793,10.0,0.0
2000,0.2,25.0,2.211083193570267,10.0,0.0
1975,0.21,25.6,2.270584848790187,10.2,0.42163702135578407
1950,0.22,26.5,1.9002923751652303,10.9,0.316227766016838
1925,0.23,28.1,2.37814119756493,11.1,0.316227766016838
1900,0.24,28.7,1.8885620632287057,11.4,0.5163977794943222
1875,0.25,30.9,3.541813722437199,11.6,0.5163977794943222
1850,0.26,33.9,3.2472210341220142,12.2,0.4216370213557839
1825,0.27,35.6,3.2386554137309647,12.7,0.674948557710553
1800,0.28,37.5,2.758824226207808,13.1,0.5676462121975467
1775,0.29,39.0,2.1081851067789175,13.6,0.5163977794943222
1750,0.3,40.7,3.1287200080686177,14.0,0.4714045207910315
1725,0.31,44.9,4.508017549014448,14.3,0.4830458915396482
1700,0.32,54.2,9.040648944259107,15.3,0.674948557710553
1675,0.33,64.9,9.158481193832182,16.1,1.1005049346146114
1650,0.34,68.5,7.168604389202189,17.5,0.9718253158075503
1625,0.35,75.7,10.55198770111321,17.9,0.875595035770913
1600,0.36,87.2,14.281300905574238,18.7,1.251665557034573
1575,0.37,93.0,19.46506842754191,19.7,0.8232726023485643
1550,0.38,100.0,22.764494771951828,20.4,0.9660917830792962
1525,0.39,109.4,21.659998974043276,22.0,1.6329931618554516
1500,0.4,108.0,17.770137247015786,23.7,1.2516655570345723
1475,0.41,103.3,25.634395296597543,26.3,2.7507574714370344
1450,0.42,104.8,21.337499593178414,28.4,2.270584848790187
1425,0.43,98.6,17.65219533089298,30.7,2.213594362117866
1400,0.44,96.2,38.6143323995983,33.8,2.699794230842215
1375,0.45,74.7,15.832807008795939,37.0,3.018461712712473
1350,0.46,63.7,16.041958871797558,44.8,2.8205594401741565
1325,0.47,59.2,16.09554803871762,52.3,4.083843505544473
1300,0.48,58.3,16.686987611775695,60.6,8.566082989195108
1275,0.49,48.9,11.31812705353673,80.9,16.2511538051918
1250,0.5,43.0,9.741092797468305,74.1,15.19100611107331
1225,0.51,32.7,8.920014947670586,67.5,15.54384479821872
1200,0.52,15.9,3.6347092196090616,60.0,21.50452148838575
1175,0.53,11.2,2.097617696340303,43.8,15.795920711092187
1150,0.54,9.9,1.9692073983655904,36.2,13.456101466125569
1125,0.55,9.7,2.1628170930011117,25.8,6.142746399887703
1100,0.56,8.8,2.3475755815545347,14.5,2.0682789409984763
1075,0.57,8.4,1.776388345929897,10.6,3.4058772731852804
1050,0.58,7.3,1.1595018087284057,10.7,3.2676869155073254
1025,0.59,6.6,1.776388345929897,10.0,3.4641016151377544
1000,0.6,3.2,1.9321835661585918,9.5,3.659083066683358
975,0.61,1.0,0.0,8.4,2.836272984824353
950,0.62,1.0,0.0,7.8,2.936362072739365
925,0.63,1.0,0.0,6.9,2.9981475762358474
900,0.64,1.0,0.0,1.5,1.0801234497346435
875,0.65,1.0,0.0,1.0,0.0
850,0.66,0.9,0.31622776601683794,1.0,0.0
825,0.67,0.0,0.0,1.0,0.0
800,0.68,0.0,0.0,1.0,0.0
775,0.69,0.0,0.0,1.0,0.0
750,0.7,0.0,0.0,1.0,0.0
725,0.71,0.0,0.0,0.5,0.5270462766947299
700,0.72,0.0,0.0,0.0,0.0
675,0.73,0.0,0.0,0.0,0.0
650,0.74,0.0,0.0,0.0,0.0
625,0.75,0.0,0.0,0.0,0.0
