num_nodes,removed,mean_r1,std_r1,mean_r2,std_r2
2500,0.0,9.1,0.3015113445777634,7.0,0.0
2475,0.01,9.14,0.3487350880197768,7.0,0.0
2450,0.02,9.16,0.36845294917747,7.0,0.0
2425,0.03,9.23,0.42295258468165076,7.0,0.0
2400,0.04,9.27,0.4461960433384741,7.0,0.0
2375,0.05,9.37,0.48523658709391027,7.02,0.1407052941362897
2350,0.06,9.46,0.5009082659620331,7.05,0.21904291355759037
2325,0.07,9.57,0.49756985195624265,7.08,0.2726599243442907
2300,0.08,9.66,0.47609522856952413,7.13,0.33799766898963124
2275,0.09,9.78,0.41633319989322726,7.3,0.46056618647183833
2250,0.1,9.82,0.41145221993923997,7.48,0.5021167315686783
2225,0.11,9.91,0.3785938897200178,7.68,0.46882617226215073
2200,0.12,10.0,0.34815531191139504,7.84,0.3684529491774706
2175,0.13,10.01,0.3331817837308953,7.92,0.3074824459143229
2150,0.14,10.06,0.34289321599553085,8.0,0.20100756305184178
2125,0.15,10.08,0.3673547263197998,8.03,0.17144660799776484
2100,0.16,10.13,0.41814887880811646,8.05,0.21904291355759037
2075,0.17,10.22,0.48367281703584897,8.11,0.34509550720185994
2050,0.18,10.32,0.48989794855663554,8.17,0.4033946860424324
2025,0.19,10.38,0.5081159495448043,8.23,0.446196043338474
2000,0.2,10.47,0.576562435842158,8.33,0.49349301265099327
1975,0.21,10.65,0.557320429022713,8.42,0.5160064207571706
1950,0.22,10.77,0.565953205047052,8.5,0.5222329678670935
1925,0.23,10.86,0.5321957564959751,8.63,0.5056249258655726
1900,0.24,11.0,0.5504818825631801,8.72,0.49400445751066285
1875,0.25,11.11,0.5666666666666668,8.81,0.44255913261233915
1850,0.26,11.26,0.6133201579612528,8.96,0.42450208503848386
1825,0.27,11.38,0.5822283907453318,9.08,0.39389277113386484
1800,0.28,11.54,0.6422812876966392,9.19,0.41911402464790587
1775,0.29,11.65,0.6415731927193979,9.33,0.5135536717202727
