num_nodes,removed,mean_r1,std_r1,mean_r2,std_r2
2500,0.0,10.2,0.42163702135578396,8.2,0.4216370213557839
2475,0.01,11.1,0.316227766016838,8.9,0.31622776601683794
2450,0.02,11.8,0.4216370213557839,9.2,0.42163702135578385
2425,0.03,12.2,0.42163702135578407,9.2,0.42163702135578385
2400,0.04,12.6,0.5163977794943222,9.7,0.48304589153964794
2375,0.05,13.3,0.4830458915396482,10.0,0.0
2350,0.06,13.7,0.6749485577105531,10.2,0.42163702135578407
2325,0.07,14.2,0.632455532033676,10.5,0.5270462766947299
2300,0.08,14.5,0.5270462766947298,10.8,0.4216370213557839
2275,0.09,15.2,0.7888106377466155,10.9,0.3162277660168379
2250,0.1,15.5,0.9718253158075499,11.1,0.316227766016838
2225,0.11,16.3,0.674948557710553,11.3,0.4830458915396483
2200,0.12,16.9,0.875595035770913,11.7,0.48304589153964794
2175,0.13,17.3,1.1595018087284057,11.9,0.316227766016838
2150,0.14,18.2,1.1352924243950933,12.3,0.483045891539648
2125,0.15,18.8,1.3165611772087666,12.6,0.5163977794943222
2100,0.16,19.0,1.3333333333333333,12.7,0.483045891539648
2075,0.17,19.7,1.0593499054713802,13.0,0.4714045207910317
2050,0.18,20.4,1.3498971154211061,13.4,0.5163977794943223
2025,0.19,21.2,1.3984117975602022,13.6,0.5163977794943222
2000,0.2,21.7,1.2516655570345725,14.2,0.6324555320336754
1975,0.21,22.6,1.07496769977314,14.4,0.5163977794943232
1950,0.22,23.1,1.1005049346146112,14.9,0.7378647873726224
1925,0.23,23.9,1.1972189997378657,15.4,0.8432740427115679
1900,0.24,24.7,1.1595018087284057,15.9,0.9944289260117528
1875,0.25,25.1,1.5238839267549946,16.6,0.8432740427115681
1850,0.26,26.7,1.2516655570345725,17.0,0.9428090415820635
1825,0.27,28.1,1.100504934614612,17.5,0.849836585598798
1800,0.28,29.3,0.9486832980505133,18.0,0.8164965809277259
1775,0.29,30.7,1.4181364924121764,18.3,0.6749485577105528
1750,0.3,32.8,1.316561177208768,19.4,0.699205898780101
1725,0.31,34.8,1.1352924243950928,21.1,1.4491376746189444
1700,0.32,36.3,1.337493509849258,22.6,1.3498971154211061
1675,0.33,37.5,1.8408935028645443,23.8,1.1352924243950933
1650,0.34,38.7,2.213594362117865,25.1,0.9944289260117535
1625,0.35,42.3,3.056868404829434,26.2,1.6193277068654823
1600,0.36,45.6,5.316640543300503,27.3,1.567021236472421
1575,0.37,51.0,5.011098792790969,28.4,1.8973665961010278
1550,0.38,63.0,6.7164805598699635,30.6,2.2211108331943574
1525,0.39,83.6,14.492910144082321,36.0,6.928203230275509
1500,0.4,81.9,30.13469760923444,39.7,6.617317348358689
1475,0.41,88.2,28.95513771336617,48.8,6.729701991090609
1450,0.42,93.9,31.1428607834569,56.8,9.807026959164421
1425,0.43,92.7,30.645101112938463,63.3,8.692908987598264
1400,0.44,96.5,35.687688508939765,69.7,10.165846961490441
1375,0.45,91.3,27.56426833581637,74.0,9.29755045398757
1350,0.46,71.0,16.759740119968715,78.8,11.516172203567564
1325,0.47,61.9,18.63360166771607,81.4,16.587813465178453
1300,0.48,60.0,15.05545305418162,78.3,19.68671294723085
1275,0.49,56.6,14.538836878436245,72.8,16.301329189159183
1250,0.5,42.5,11.22744652873286,64.1,16.00312469488381
1225,0.51,34.5,7.214953607304455,56.7,12.587913073879863
1200,0.52,29.4,7.214183560490019,49.3,12.832683966254985
1175,0.53,18.0,5.436502143433364,37.6,11.692352676476668
1150,0.54,11.7,3.4657049948186747,27.3,11.48960883194511
1125,0.55,10.6,3.272783388968954,11.5,2.068278940998476
1100,0.56,10.4,3.438345855527367,10.4,1.7126976771553504
1075,0.57,9.6,2.875181153713043,10.3,1.8287822299126935
1050,0.58,9.5,2.8771127502720115,10.2,1.9888578520235063
1025,0.59,8.6,2.547329756605707,9.3,1.4181364924121764
1000,0.6,6.1,2.0248456731316584,9.1,1.5951314818673865
975,0.61,3.7,2.263232692902394,7.2,1.6865480854231356
950,0.62,1.1,0.31622776601683794,6.1,1.9692073983655907
925,0.63,1.0,0.0,1.9,2.0248456731316584
900,0.64,1.0,0.0,1.0,0.0
875,0.65,1.0,0.0,1.0,0.0
850,0.66,1.0,0.0,1.0,0.0
