;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919215;29.092465434324986;98
1;1;2500;7487;0.002396798719487795;8;3.0;5.99;0.37555188792901184;17.44949857444593;50
2;2;2500;7803;0.0024979591836734693;8;3.0;6.242;0.38783923504943774;16.814557833672605;50
3;3;2500;7951;0.0025453381352541016;8;3.0;6.36;0.3846754152824906;16.509068357578663;50
4;4;2500;8043;0.0025747899159663866;8;3.0;6.434;0.3778645955628395;16.362189214237347;50
5;5;2500;8111;0.00259655862344938;8;3.0;6.49;0.36857072413638153;16.20217656197869;50
6;6;2500;8159;0.002611924769907963;8;3.0;6.527;0.35646024852671576;16.128535801760588;50
7;7;2500;8202;0.0026256902761104444;8;3.0;6.562;0.3511430411519725;16.08806871402317;50
8;8;2500;8239;0.002637535014005602;8;3.0;6.59;0.34306457673167584;16.021379726864957;50
9;9;2500;8267;0.0026464985994397758;8;3.0;6.613;0.3347194826462974;15.978710479189816;50
10;10;2500;8290;0.0026538615446178473;8;3.0;6.633;0.32624348133244047;15.932597602060195;50
11;11;2500;8314;0.002661544617847139;8;3.0;6.652;0.31653036672487944;15.877875712168548;50
12;12;2500;8325;0.002665066026410564;8;3.0;6.66;0.3146984567734089;15.858377592556344;50
13;13;2500;8342;0.0026705082032813126;8;3.0;6.67;0.3071225789633073;15.847376213696556;50
14;14;2500;8352;0.002673709483793517;8;3.0;6.68;0.30348214203404444;15.838666848886655;50
15;15;2500;8359;0.0026759503801520607;8;3.0;6.688;0.30321439155403607;15.835517838545409;50
16;16;2500;8369;0.0026791516606642658;8;3.0;6.695;0.300533649188921;15.827702841664898;50
17;17;2500;8380;0.0026826730692276913;8;3.0;6.703;0.29311605512881533;15.771700868999174;50
18;18;2500;8388;0.002685234093637455;8;3.0;6.71;0.29218061242166327;15.766227472452119;50
19;19;2500;8394;0.002687154861944778;8;3.0;6.715;0.29150174030865367;15.751727147845576;50
20;20;2500;8399;0.0026887555022008804;8;3.0;6.72;0.2889610458723589;15.748656653458664;50
21;21;2500;8409;0.0026919567827130854;8;3.0;6.727;0.2874365084177114;15.74517630412611;50
22;22;2500;8412;0.0026929171668667465;8;3.0;6.73;0.2864682553326306;15.728691267111577;50
23;23;2500;8417;0.002694517807122849;8;3.0;6.734;0.28383355658320225;15.72621255146423;50
24;24;2500;8422;0.0026961184473789515;8;3.0;6.74;0.28154703716701157;15.689562106509364;50
25;25;2500;8428;0.0026980392156862746;8;3.0;6.742;0.28111769826574873;15.68645866475773;50
26;26;2500;8432;0.0026993197278911566;8;3.0;6.746;0.27796843546145844;15.68112005748627;50
27;27;2500;8435;0.002700280112044818;8;3.0;6.746;0.27746646528015895;15.679941206386665;50
28;28;2500;8438;0.0027012404961984796;8;3.0;6.75;0.2758245453897758;15.672152733955702;50
29;29;2500;8441;0.0027022008803521407;8;3.0;6.754;0.27312909650821227;15.67081629225049;50
30;30;2500;8443;0.0027028411364545817;8;3.0;6.754;0.2732421473217818;15.669991254117138;50
