;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919219;29.09197000336286;98
1;1;2500;9651;0.0030895558223289314;13;4.0;7.723;0.27329512478728285;12.013140110929326;35
2;2;2500;9879;0.003162545018007203;16;4.0;7.902;0.179859409006451;9.009228830049194;25
3;3;2500;9899;0.0031689475790316127;17;4.0;7.918;0.1439578320929288;7.302956185524155;19
4;4;2500;9900;0.003169267707082833;20;4.0;7.92;0.13782512145461762;6.171684851502762;15
5;5;2500;9900;0.003169267707082833;22;4.0;7.92;0.14277941113432535;5.575372952604041;13
6;6;2500;9900;0.003169267707082833;26;4.0;7.92;0.17124706640316514;5.137583647113937;11
7;7;2500;9900;0.003169267707082833;29;4.0;7.92;0.15766306364522936;4.802753610317433;10
8;8;2500;9900;0.003169267707082833;33;4.0;7.92;0.1488272380171816;4.602849508341664;9
9;9;2500;9900;0.003169267707082833;38;4.0;7.92;0.15240052722999625;4.463971190732643;8
10;10;2500;9900;0.003169267707082833;37;4.0;7.92;0.14554427691543073;4.384163872143887;8
11;11;2500;9900;0.003169267707082833;34;4.0;7.92;0.1458953718088094;4.357919760451064;7
12;12;2500;9900;0.003169267707082833;35;4.0;7.92;0.12692239502926173;4.331905089664326;7
13;13;2500;9900;0.003169267707082833;37;4.0;7.92;0.11530352363117763;4.329588293730666;7
14;14;2500;9900;0.003169267707082833;30;4.0;7.92;0.09488398119111775;4.331043040073898;7
15;15;2500;9900;0.003169267707082833;35;4.0;7.92;0.09610979705554563;4.322414113943812;7
16;16;2500;9900;0.003169267707082833;32;4.0;7.92;0.09616768089917432;4.343179054464401;7
17;17;2500;9900;0.003169267707082833;32;4.0;7.92;0.08412333398336995;4.359839926829695;7
18;18;2500;9900;0.003169267707082833;30;4.0;7.92;0.08822528181574835;4.378635352958818;7
19;19;2500;9900;0.003169267707082833;27;4.0;7.92;0.08595190786554052;4.387136737184854;7
20;20;2500;9900;0.003169267707082833;27;4.0;7.92;0.08525628694592342;4.393221167611146;7
21;21;2500;9900;0.003169267707082833;26;4.0;7.92;0.08216201795652872;4.400250507699502;7
22;22;2500;9900;0.003169267707082833;23;4.0;7.92;0.07446512575192821;4.417422343761259;7
23;23;2500;9900;0.003169267707082833;21;4.0;7.92;0.0724939774498232;4.426629248195917;7
24;24;2500;9900;0.003169267707082833;22;4.0;7.92;0.06562573955316278;4.429158780750045;7
25;25;2500;9900;0.003169267707082833;21;4.0;7.92;0.07041290415144402;4.427622289007741;7
26;26;2500;9900;0.003169267707082833;23;4.0;7.92;0.06316062061146403;4.431225593467211;7
27;27;2500;9900;0.003169267707082833;19;4.0;7.92;0.07333264469433737;4.43351216397379;7
28;28;2500;9900;0.003169267707082833;19;4.0;7.92;0.0626280413453616;4.434873667914488;7
29;29;2500;9900;0.003169267707082833;19;4.0;7.92;0.06547091413483061;4.448007487846996;7
30;30;2500;9900;0.003169267707082833;19;4.0;7.92;0.07187692752711651;4.46347357313692;7
