;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919215;29.092465434324986;98
1;1;2500;9841;0.0031503801520608244;11;4.0;7.87;0.455901884907343;12.547686846802533;34
2;2;2500;9896;0.003167987194877951;15;4.0;7.918;0.3128005349365664;10.199059499783154;26
3;3;2500;9900;0.003169267707082833;17;4.0;7.92;0.2527750830833582;9.35228878125405;23
4;4;2500;9900;0.003169267707082833;19;4.0;7.92;0.2394150283076898;8.824592345192999;20
5;5;2500;9900;0.003169267707082833;19;4.0;7.92;0.2219009494937544;8.414392103263255;19
6;6;2500;9900;0.003169267707082833;19;4.0;7.92;0.21120463867260625;8.276241863159907;18
7;7;2500;9900;0.003169267707082833;19;4.0;7.92;0.22293219634788977;8.20191402818518;19
8;8;2500;9900;0.003169267707082833;19;4.0;7.92;0.22147030423982897;8.088965123436527;18
9;9;2500;9900;0.003169267707082833;19;4.0;7.92;0.21427772094008327;7.967580882879196;18
10;10;2500;9900;0.003169267707082833;19;4.0;7.92;0.21324139866184771;7.880860364406458;18
11;11;2500;9900;0.003169267707082833;20;4.0;7.92;0.20872593418905203;7.795452026058813;18
12;12;2500;9900;0.003169267707082833;20;4.0;7.92;0.20302312850955714;7.723266941494212;18
13;13;2500;9900;0.003169267707082833;21;4.0;7.92;0.19800630848381198;7.679196023026069;18
14;14;2500;9900;0.003169267707082833;21;4.0;7.92;0.19699398516256303;7.5846849078003755;18
15;15;2500;9900;0.003169267707082833;21;4.0;7.92;0.20326360128469287;7.508056788535858;17
16;16;2500;9900;0.003169267707082833;21;4.0;7.92;0.20564854574104574;7.418037188599925;17
17;17;2500;9900;0.003169267707082833;21;4.0;7.92;0.2060003300820384;7.353902373531245;16
18;18;2500;9900;0.003169267707082833;21;4.0;7.92;0.20420965778614888;7.341986704312843;16
19;19;2500;9900;0.003169267707082833;21;4.0;7.92;0.20649543533929182;7.286235741137854;16
20;20;2500;9900;0.003169267707082833;22;4.0;7.92;0.20526098117980376;7.272440394283508;17
21;21;2500;9900;0.003169267707082833;23;4.0;7.92;0.20043126937428823;7.238208754048835;17
22;22;2500;9900;0.003169267707082833;23;4.0;7.92;0.19281920389958332;7.1816127521830415;16
23;23;2500;9900;0.003169267707082833;23;4.0;7.92;0.19236312419567153;7.146638672786716;16
24;24;2500;9900;0.003169267707082833;23;4.0;7.92;0.1915879609730777;7.116314805434183;16
25;25;2500;9900;0.003169267707082833;23;4.0;7.92;0.1877679091333779;7.077844862526895;16
26;26;2500;9900;0.003169267707082833;23;4.0;7.92;0.183053721984207;7.0480891948173605;16
27;27;2500;9900;0.003169267707082833;23;4.0;7.92;0.18460619983093013;7.009450908804587;16
28;28;2500;9900;0.003169267707082833;24;4.0;7.92;0.18372966278674469;7.001996856286226;16
29;29;2500;9900;0.003169267707082833;25;4.0;7.92;0.18059306498776256;6.972044871734668;16
30;30;2500;9900;0.003169267707082833;25;4.0;7.92;0.17881205967466565;6.92735105594746;16
