;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919215;29.092465434324986;98
1;1;2500;7522;0.0024080032012805124;8;3.0;6.02;0.3615380131964941;17.137986789846686;50
2;2;2500;7823;0.002504361744697879;8;3.0;6.258;0.3978601877332974;16.65135822624622;50
3;3;2500;7982;0.0025552621048419368;8;3.0;6.387;0.3955987824472245;16.42748778916694;50
4;4;2500;8060;0.0025802320928371347;8;3.0;6.45;0.3924366747710799;16.323587089011454;50
5;5;2500;8118;0.002598799519807923;8;3.0;6.496;0.382940644507136;16.240692099379526;50
6;6;2500;8155;0.002610644257703081;8;3.0;6.523;0.36732829748743334;16.124085787603327;50
7;7;2500;8199;0.002624729891956783;8;3.0;6.56;0.360983051867803;16.070816633241474;50
8;8;2500;8237;0.002636894757903161;8;3.0;6.59;0.35306235042927225;16.035732668519504;50
9;9;2500;8260;0.0026442577030812327;8;3.0;6.61;0.352220641846927;16.00707630436662;50
10;10;2500;8287;0.002652901160464186;8;3.0;6.63;0.34518572896810373;15.970693993612336;50
11;11;2500;8307;0.0026593037214885954;8;3.0;6.645;0.33805389540192854;15.897446438289125;50
12;12;2500;8323;0.002664425770308123;8;3.0;6.66;0.3330669685943162;15.886455313383372;50
13;13;2500;8342;0.0026705082032813126;8;3.0;6.67;0.3306365604081323;15.867093432126765;50
14;14;2500;8357;0.0026753101240496197;8;3.0;6.688;0.3251636099821319;15.835978783098573;50
15;15;2500;8367;0.0026785114045618248;8;3.0;6.695;0.3212529469968447;15.757128212674376;50
16;16;2500;8377;0.0026817126850740298;8;3.0;6.703;0.3163928702353908;15.74543112421366;50
17;17;2500;8384;0.002683953581432573;8;3.0;6.707;0.3142465859726258;15.743641574794363;50
18;18;2500;8395;0.0026874749899959984;8;3.0;6.715;0.3151599464361295;15.683227189414517;50
19;19;2500;8407;0.0026913165266106444;8;3.0;6.727;0.31164148430408367;15.66262209119204;50
20;20;2500;8419;0.00269515806322529;8;3.0;6.734;0.3064411255215577;15.653482259307955;50
21;21;2500;8427;0.002697719087635054;8;3.0;6.742;0.3030596080542094;15.637533125516812;50
22;22;2500;8435;0.002700280112044818;8;3.0;6.746;0.29776421934613634;15.633163535849368;50
23;23;2500;8439;0.0027015606242497;8;3.0;6.75;0.2963497677953594;15.632022355834001;50
24;24;2500;8446;0.002703801520608243;8;3.0;6.758;0.2927809229950468;15.628134555555057;50
25;25;2500;8448;0.002704441776710684;8;3.0;6.758;0.2908825196788496;15.62480047122139;50
26;26;2500;8452;0.002705722288915566;8;3.0;6.76;0.2871160121703299;15.618655548123183;50
27;27;2500;8462;0.0027089235694277712;8;3.0;6.77;0.2807733033485045;15.609479169509802;50
28;28;2500;8466;0.0027102040816326532;8;3.0;6.773;0.2797600505012562;15.601472623691912;50
29;29;2500;8469;0.0027111644657863143;8;3.0;6.773;0.2779126713134973;15.601076212689208;50
30;30;2500;8477;0.0027137254901960783;8;3.0;6.78;0.2737675853953145;15.595345018252843;50
