;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919215;29.092465434324986;98
1;1;2500;7494;0.0023990396158463387;8;3.0;5.996;0.37401279457462155;17.392910606998615;50
2;2;2500;7792;0.002494437775110044;8;3.0;6.234;0.41154372484181795;16.81391857741464;50
3;3;2500;7962;0.002548859543817527;8;3.0;6.37;0.400807877512173;16.53856573542405;50
4;4;2500;8059;0.002579911964785914;8;3.0;6.445;0.37990628301369117;16.21511521505671;50
5;5;2500;8132;0.00260328131252501;8;3.0;6.504;0.3656154190729439;16.11427883870015;50
6;6;2500;8186;0.0026205682272909163;8;3.0;6.547;0.36710033357107336;16.05835555207053;50
7;7;2500;8221;0.0026317727090836335;8;3.0;6.58;0.35838395245732646;15.996939876385595;50
8;8;2500;8257;0.002643297318927571;8;3.0;6.605;0.35397152696679646;15.952899469494227;50
9;9;2500;8288;0.0026532212885154063;8;3.0;6.63;0.3508171805825123;15.885744540957393;50
10;10;2500;8306;0.002658983593437375;8;3.0;6.645;0.34384722339374313;15.852567602853583;50
11;11;2500;8324;0.0026647458983593436;8;3.0;6.66;0.33693180852683685;15.832505345454749;50
12;12;2500;8341;0.002670188075230092;8;3.0;6.67;0.3328839151061714;15.78799322676737;50
13;13;2500;8359;0.0026759503801520607;8;3.0;6.688;0.32756345016172306;15.75840685515918;50
14;14;2500;8374;0.0026807523009203683;8;3.0;6.7;0.328002747159329;15.73775621532002;50
15;15;2500;8383;0.0026836334533813524;8;3.0;6.707;0.325244755393705;15.733127676692693;50
16;16;2500;8393;0.0026868347338935574;8;3.0;6.715;0.31887937560055635;15.721010588488303;50
17;17;2500;8402;0.002689715886354542;8;3.0;6.723;0.3158178195953821;15.718243413264675;50
18;18;2500;8412;0.0026929171668667465;8;3.0;6.73;0.30910013693824484;15.711136319993988;50
19;19;2500;8420;0.0026954781912765105;8;3.0;6.734;0.30158796641987906;15.697536180370093;50
20;20;2500;8426;0.0026973989595838336;8;3.0;6.742;0.30035974793505266;15.692632528168648;50
21;21;2500;8431;0.002698999599839936;8;3.0;6.746;0.29837108068795715;15.69157045861506;50
22;22;2500;8441;0.0027022008803521407;8;3.0;6.754;0.29302547648150756;15.680416642037091;50
23;23;2500;8444;0.002703161264505802;8;3.0;6.754;0.29325465996726285;15.678568787392246;50
24;24;2500;8448;0.002704441776710684;8;3.0;6.758;0.2889430980771094;15.675295808154976;50
25;25;2500;8454;0.002706362545018007;8;3.0;6.76;0.2838043339196104;15.663403420858547;50
26;26;2500;8460;0.0027082833133253302;8;3.0;6.77;0.28136424654374487;15.65906211157258;50
27;27;2500;8463;0.0027092436974789917;8;3.0;6.77;0.28061498053210976;15.65649045739771;50
28;28;2500;8471;0.0027118047218887553;8;3.0;6.777;0.2799395697232065;15.651672505052304;50
29;29;2500;8475;0.0027130852340936373;8;3.0;6.78;0.27882463049402306;15.65035121353943;50
30;30;2500;8476;0.002713405362144858;8;3.0;6.78;0.27754760205049106;15.650186288502544;50
