;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919219;29.09197000336286;98
1;1;2500;9695;0.003103641456582633;12;4.0;7.758;0.25787180567462337;11.779494586486097;35
2;2;2500;9884;0.003164145658263305;16;4.0;7.906;0.1743840986730747;8.878420210755916;25
3;3;2500;9898;0.003168627450980392;20;4.0;7.918;0.13508372713689465;7.252771872631328;19
4;4;2500;9900;0.003169267707082833;22;4.0;7.92;0.12810486156633352;6.1445599714661485;15
5;5;2500;9900;0.003169267707082833;25;4.0;7.92;0.12428277056877247;5.5458888075343165;13
6;6;2500;9900;0.003169267707082833;29;4.0;7.92;0.12769184600437425;5.159931787997914;11
7;7;2500;9900;0.003169267707082833;28;4.0;7.92;0.14756722622591142;4.963589612011235;10
8;8;2500;9900;0.003169267707082833;31;4.0;7.92;0.15347981435036664;4.831974345721044;10
9;9;2500;9900;0.003169267707082833;30;4.0;7.92;0.16795226404219826;4.742522483266993;10
10;10;2500;9900;0.003169267707082833;30;4.0;7.92;0.16028435347696643;4.687252452716025;9
11;11;2500;9900;0.003169267707082833;29;4.0;7.92;0.15592062445618363;4.616988020225887;9
12;12;2500;9900;0.003169267707082833;30;4.0;7.92;0.16020332301415832;4.578081325937164;9
13;13;2500;9900;0.003169267707082833;31;4.0;7.92;0.16572039666729999;4.555924220972346;9
14;14;2500;9900;0.003169267707082833;38;4.0;7.92;0.1553543907758513;4.5480741590525495;9
15;15;2500;9900;0.003169267707082833;38;4.0;7.92;0.1458442433874878;4.537504809562562;9
16;16;2500;9900;0.003169267707082833;39;4.0;7.92;0.14547406239283575;4.540707241515639;9
17;17;2500;9900;0.003169267707082833;41;4.0;7.92;0.14585732170136764;4.54570785955137;9
18;18;2500;9900;0.003169267707082833;43;4.0;7.92;0.1326959758184147;4.552726592813341;8
19;19;2500;9900;0.003169267707082833;45;4.0;7.92;0.12625470006980935;4.5333628254003955;9
20;20;2500;9900;0.003169267707082833;46;4.0;7.92;0.12563898951012617;4.526128044040188;9
21;21;2500;9900;0.003169267707082833;46;4.0;7.92;0.13576713637518875;4.512331512965071;9
22;22;2500;9900;0.003169267707082833;50;4.0;7.92;0.1214445045190853;4.503737638587371;8
23;23;2500;9900;0.003169267707082833;51;4.0;7.92;0.12482072461111308;4.499081519674351;8
24;24;2500;9900;0.003169267707082833;49;4.0;7.92;0.13460990582044827;4.4915133720530775;8
25;25;2500;9900;0.003169267707082833;48;4.0;7.92;0.12399430730965372;4.504786300938449;8
26;26;2500;9900;0.003169267707082833;49;4.0;7.92;0.11233041179130722;4.517184143224732;9
27;27;2500;9900;0.003169267707082833;48;4.0;7.92;0.12065844984739187;4.509309691900268;8
28;28;2500;9900;0.003169267707082833;45;4.0;7.92;0.1273907622485965;4.50734443883372;8
29;29;2500;9900;0.003169267707082833;42;4.0;7.92;0.12610339537531562;4.515262931457402;9
30;30;2500;9900;0.003169267707082833;41;4.0;7.92;0.12846712755005843;4.505763379732703;8
