;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919215;29.092465434324986;98
1;1;2500;9838;0.003149419767907163;11;4.0;7.87;0.45352114747629757;12.603814331711186;34
2;2;2500;9899;0.0031689475790316127;17;4.0;7.918;0.26058970548686683;9.277441751649627;25
3;3;2500;9900;0.003169267707082833;23;4.0;7.92;0.13550693470336994;8.104437178861438;20
4;4;2500;9900;0.003169267707082833;26;4.0;7.92;0.09536517853112517;7.519714550002744;18
5;5;2500;9900;0.003169267707082833;28;4.0;7.92;0.08046972158939981;7.004113401869991;15
6;6;2500;9900;0.003169267707082833;33;4.0;7.92;0.06173581274502423;6.72639038253299;15
7;7;2500;9900;0.003169267707082833;33;4.0;7.92;0.06765473469785145;6.44530177107547;14
8;8;2500;9900;0.003169267707082833;36;4.0;7.92;0.07153850426505227;6.180283669917821;13
9;9;2500;9900;0.003169267707082833;40;4.0;7.92;0.07491135652576617;5.98823028935713;13
10;10;2500;9900;0.003169267707082833;43;4.0;7.92;0.07987908136010947;5.836242995496441;13
11;11;2500;9900;0.003169267707082833;44;4.0;7.92;0.0851427803411642;5.7054513878134365;12
12;12;2500;9900;0.003169267707082833;45;4.0;7.92;0.08189172839344856;5.624680799178497;12
13;13;2500;9900;0.003169267707082833;50;4.0;7.92;0.08772661258212258;5.548632589048755;12
14;14;2500;9900;0.003169267707082833;50;4.0;7.92;0.09376262800678956;5.4699466785597775;12
15;15;2500;9900;0.003169267707082833;51;4.0;7.92;0.09942671013616382;5.369366994544597;11
16;16;2500;9900;0.003169267707082833;53;4.0;7.92;0.09839988604282414;5.292882761695816;11
17;17;2500;9900;0.003169267707082833;56;4.0;7.92;0.09927677974481028;5.231432870460913;11
18;18;2500;9900;0.003169267707082833;55;4.0;7.92;0.09844311810461898;5.190341152510497;11
19;19;2500;9900;0.003169267707082833;58;4.0;7.92;0.09703069596354519;5.150228352249838;11
20;20;2500;9900;0.003169267707082833;59;4.0;7.92;0.09798756886788565;5.062535234263431;10
21;21;2500;9900;0.003169267707082833;60;4.0;7.92;0.09502400154610849;5.009342333740543;10
22;22;2500;9900;0.003169267707082833;60;4.0;7.92;0.09706576984240264;4.966204463134165;10
23;23;2500;9900;0.003169267707082833;61;4.0;7.92;0.09708458769433949;4.91081946933679;10
24;24;2500;9900;0.003169267707082833;60;4.0;7.92;0.09882173655484781;4.8804357775119485;10
25;25;2500;9900;0.003169267707082833;60;4.0;7.92;0.10122469487501445;4.837673972590238;10
26;26;2500;9900;0.003169267707082833;62;4.0;7.92;0.1011699273964272;4.809188492202474;9
27;27;2500;9900;0.003169267707082833;63;4.0;7.92;0.09989117548160807;4.782810300878563;9
28;28;2500;9900;0.003169267707082833;63;4.0;7.92;0.10037044332482181;4.7583312383749705;9
29;29;2500;9900;0.003169267707082833;64;4.0;7.92;0.10087203751464256;4.731491385255788;9
30;30;2500;9900;0.003169267707082833;63;4.0;7.92;0.1028764107373688;4.704305971107374;9
