;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919215;29.092465434324986;98
1;1;2500;9854;0.0031545418167266905;12;4.0;7.883;0.4494949068133252;12.395744201263984;34
2;2;2500;9900;0.003169267707082833;16;4.0;7.92;0.24923640733527994;9.680262905861747;24
3;3;2500;9900;0.003169267707082833;24;4.0;7.92;0.15044848500236602;8.585502899423705;21
4;4;2500;9900;0.003169267707082833;26;4.0;7.92;0.10947405896972585;7.863772627559888;19
5;5;2500;9900;0.003169267707082833;28;4.0;7.92;0.10010581631006785;6.98555941284171;17
6;6;2500;9900;0.003169267707082833;31;4.0;7.92;0.082665470755558;6.636395175993807;16
7;7;2500;9900;0.003169267707082833;36;4.0;7.92;0.07960617389785747;6.402879915930366;15
8;8;2500;9900;0.003169267707082833;40;4.0;7.92;0.0754296488029137;6.182409806105763;15
9;9;2500;9900;0.003169267707082833;40;4.0;7.92;0.07878882989325572;5.988855672761088;14
10;10;2500;9900;0.003169267707082833;42;4.0;7.92;0.08178837215165784;5.854884450441639;13
11;11;2500;9900;0.003169267707082833;41;4.0;7.92;0.08357004817046002;5.724589152160791;12
12;12;2500;9900;0.003169267707082833;42;4.0;7.92;0.08555513718221407;5.599433804908492;12
13;13;2500;9900;0.003169267707082833;41;4.0;7.92;0.09264204647653787;5.475961345323203;12
14;14;2500;9900;0.003169267707082833;41;4.0;7.92;0.08864192118821873;5.401157912115845;12
15;15;2500;9900;0.003169267707082833;40;4.0;7.92;0.09761156884565404;5.337364015417754;12
16;16;2500;9900;0.003169267707082833;40;4.0;7.92;0.10310424489154563;5.2614944647155;11
17;17;2500;9900;0.003169267707082833;39;4.0;7.92;0.10465150359222758;5.200881340783656;11
18;18;2500;9900;0.003169267707082833;39;4.0;7.92;0.10583465215112688;5.160381681515874;11
19;19;2500;9900;0.003169267707082833;39;4.0;7.92;0.11100639416127463;5.111633163609291;10
20;20;2500;9900;0.003169267707082833;39;4.0;7.92;0.11282541665452919;5.079149132916924;10
21;21;2500;9900;0.003169267707082833;39;4.0;7.92;0.11553327141815993;5.039471523182777;10
22;22;2500;9900;0.003169267707082833;40;4.0;7.92;0.1182501945254566;4.9871468865581186;10
23;23;2500;9900;0.003169267707082833;43;4.0;7.92;0.11467376082971278;4.942564595792855;10
24;24;2500;9900;0.003169267707082833;47;4.0;7.92;0.11049071456721764;4.903607386645216;10
25;25;2500;9900;0.003169267707082833;48;4.0;7.92;0.1112821224884801;4.842446154594951;10
26;26;2500;9900;0.003169267707082833;50;4.0;7.92;0.10976296323986996;4.8149939116490525;10
27;27;2500;9900;0.003169267707082833;50;4.0;7.92;0.10504569423765345;4.7858580364279195;10
28;28;2500;9900;0.003169267707082833;54;4.0;7.92;0.10581072851235691;4.758822775609276;9
29;29;2500;9900;0.003169267707082833;55;4.0;7.92;0.10320695974050949;4.728179278367099;9
30;30;2500;9900;0.003169267707082833;56;4.0;7.92;0.10494866065454683;4.709261833212215;10
