;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919219;29.09197000336286;98
1;1;2500;9670;0.003095638255302121;14;4.0;7.734;0.2543815810546617;11.926693731747212;35
2;2;2500;9884;0.003164145658263305;14;4.0;7.906;0.17349911383177646;8.937577120688108;25
3;3;2500;9900;0.003169267707082833;19;4.0;7.92;0.13807657310228585;7.264583900866327;19
4;4;2500;9900;0.003169267707082833;18;4.0;7.92;0.13672673633661558;6.178785225007274;15
5;5;2500;9900;0.003169267707082833;23;4.0;7.92;0.13188298844648927;5.5081012089028345;13
6;6;2500;9900;0.003169267707082833;26;4.0;7.92;0.14366931334207092;5.131711502749473;11
7;7;2500;9900;0.003169267707082833;27;4.0;7.92;0.15013363194617024;4.911872578579195;10
8;8;2500;9900;0.003169267707082833;28;4.0;7.92;0.15438182692094796;4.792096708308168;10
9;9;2500;9900;0.003169267707082833;27;4.0;7.92;0.16886365432049313;4.714299864613878;9
10;10;2500;9900;0.003169267707082833;27;4.0;7.92;0.1768177137498953;4.6435759369790715;9
11;11;2500;9900;0.003169267707082833;26;4.0;7.92;0.16607480934754482;4.609496956123401;9
12;12;2500;9900;0.003169267707082833;27;4.0;7.92;0.1594129248465166;4.568241886517058;9
13;13;2500;9900;0.003169267707082833;27;4.0;7.92;0.16085487297319107;4.553319040656531;9
14;14;2500;9900;0.003169267707082833;31;4.0;7.92;0.16982997018878176;4.54132973800352;9
15;15;2500;9900;0.003169267707082833;29;4.0;7.92;0.16412835195603157;4.542484806695775;8
16;16;2500;9900;0.003169267707082833;28;4.0;7.92;0.1494160757820218;4.539228186680619;9
17;17;2500;9900;0.003169267707082833;30;4.0;7.92;0.15837376483713714;4.544883523173668;8
18;18;2500;9900;0.003169267707082833;32;4.0;7.92;0.16150961566483152;4.536844608413006;8
19;19;2500;9900;0.003169267707082833;29;4.0;7.92;0.15635702466596782;4.527189462966986;8
20;20;2500;9900;0.003169267707082833;30;4.0;7.92;0.15078300696615596;4.518421368023139;8
21;21;2500;9900;0.003169267707082833;33;4.0;7.92;0.1386601470070642;4.5072654980097635;8
22;22;2500;9900;0.003169267707082833;31;4.0;7.92;0.13977469622326502;4.52117162945155;8
23;23;2500;9900;0.003169267707082833;31;4.0;7.92;0.1452351346326989;4.527987973579907;8
24;24;2500;9900;0.003169267707082833;30;4.0;7.92;0.13741856036448147;4.519391813285051;8
25;25;2500;9900;0.003169267707082833;33;4.0;7.92;0.13270794033376226;4.528691449870379;8
26;26;2500;9900;0.003169267707082833;33;4.0;7.92;0.1467465106320659;4.525504543589155;8
27;27;2500;9900;0.003169267707082833;33;4.0;7.92;0.13802280207013673;4.533818618737499;8
28;28;2500;9900;0.003169267707082833;32;4.0;7.92;0.13621581398943441;4.523151912853715;8
29;29;2500;9900;0.003169267707082833;33;4.0;7.92;0.13667381930442685;4.516872752700943;8
30;30;2500;9900;0.003169267707082833;36;4.0;7.92;0.13155640243635475;4.505414812064294;8
