;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919215;29.092465434324986;98
1;1;2500;9847;0.0031523009203681474;12;4.0;7.88;0.44094307743023436;12.488459557476716;34
2;2;2500;9898;0.003168627450980392;15;4.0;7.918;0.28243258884488676;9.42136431211418;24
3;3;2500;9900;0.003169267707082833;22;4.0;7.92;0.17538062609538388;8.37939158029831;21
4;4;2500;9900;0.003169267707082833;27;4.0;7.92;0.1216941457897689;7.756339580182376;19
5;5;2500;9900;0.003169267707082833;30;4.0;7.92;0.10206983713331673;7.2223335403865025;17
6;6;2500;9900;0.003169267707082833;34;4.0;7.92;0.09917786142227432;6.7585548875698755;16
7;7;2500;9900;0.003169267707082833;35;4.0;7.92;0.08451524801512118;6.472578595676691;15
8;8;2500;9900;0.003169267707082833;40;4.0;7.92;0.08341358373717839;6.2406833527715975;14
9;9;2500;9900;0.003169267707082833;47;4.0;7.92;0.08288285505358464;6.037528000687295;13
10;10;2500;9900;0.003169267707082833;56;4.0;7.92;0.07682142288302957;5.841624460024182;13
11;11;2500;9900;0.003169267707082833;58;4.0;7.92;0.07736675161542893;5.726497637403426;13
12;12;2500;9900;0.003169267707082833;63;4.0;7.92;0.07789841321382623;5.619614615672799;12
13;13;2500;9900;0.003169267707082833;66;4.0;7.92;0.07805015000164878;5.5235842297193;12
14;14;2500;9900;0.003169267707082833;67;4.0;7.92;0.08090870253643302;5.469970054263285;11
15;15;2500;9900;0.003169267707082833;67;4.0;7.92;0.08261685295291792;5.396272564015469;11
16;16;2500;9900;0.003169267707082833;70;4.0;7.92;0.08482609061773728;5.334004435198625;11
17;17;2500;9900;0.003169267707082833;72;4.0;7.92;0.08207695204259398;5.280490834033498;11
18;18;2500;9900;0.003169267707082833;73;4.0;7.92;0.08321593815137507;5.196476595134999;11
19;19;2500;9900;0.003169267707082833;75;4.0;7.92;0.08242905300636312;5.147060469344058;10
20;20;2500;9900;0.003169267707082833;75;4.0;7.92;0.08222056085599339;5.122847887514924;10
21;21;2500;9900;0.003169267707082833;76;4.0;7.92;0.0859138475524556;5.057093687029918;10
22;22;2500;9900;0.003169267707082833;78;4.0;7.92;0.08907699918442094;5.004546352282012;10
23;23;2500;9900;0.003169267707082833;79;4.0;7.92;0.0882169160647576;4.970389503573003;10
24;24;2500;9900;0.003169267707082833;80;4.0;7.92;0.08179630372043019;4.94954438907469;9
25;25;2500;9900;0.003169267707082833;81;4.0;7.92;0.0846934408252167;4.909045637704941;9
26;26;2500;9900;0.003169267707082833;81;4.0;7.92;0.08599512974730616;4.876877836355733;10
27;27;2500;9900;0.003169267707082833;81;4.0;7.92;0.08547034206486782;4.8529597933388295;10
28;28;2500;9900;0.003169267707082833;81;4.0;7.92;0.08450083247716032;4.832269850078014;10
29;29;2500;9900;0.003169267707082833;82;4.0;7.92;0.08512911412580962;4.802808622914576;9
30;30;2500;9900;0.003169267707082833;83;4.0;7.92;0.08397829290387186;4.772103973997821;9
