;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919215;29.092465434324986;98
1;1;2500;9838;0.003149419767907163;12;4.0;7.87;0.4423132288076804;12.628955284482295;34
2;2;2500;9899;0.0031689475790316127;19;4.0;7.918;0.25631665477709725;9.426956145679606;24
3;3;2500;9900;0.003169267707082833;28;4.0;7.92;0.13154486559794432;8.318493801662322;20
4;4;2500;9900;0.003169267707082833;30;4.0;7.92;0.08958879590741234;7.351851534137676;17
5;5;2500;9900;0.003169267707082833;31;4.0;7.92;0.07434857954168365;6.98234281753124;16
6;6;2500;9900;0.003169267707082833;32;4.0;7.92;0.06965474161216781;6.567218437177996;15
7;7;2500;9900;0.003169267707082833;35;4.0;7.92;0.06769542418858794;6.327565671916804;15
8;8;2500;9900;0.003169267707082833;40;4.0;7.92;0.06921555404326023;6.0683328478194225;14
9;9;2500;9900;0.003169267707082833;42;4.0;7.92;0.0788599805461535;5.854795973992492;13
10;10;2500;9900;0.003169267707082833;43;4.0;7.92;0.07878669794065073;5.714154446113269;13
11;11;2500;9900;0.003169267707082833;43;4.0;7.92;0.0798626930868585;5.606794365720889;12
12;12;2500;9900;0.003169267707082833;45;4.0;7.92;0.0789443065000792;5.49123131694971;12
13;13;2500;9900;0.003169267707082833;48;4.0;7.92;0.07931391773551824;5.398437823174143;11
14;14;2500;9900;0.003169267707082833;48;4.0;7.92;0.0815823355424362;5.322659452498976;11
15;15;2500;9900;0.003169267707082833;48;4.0;7.92;0.08210985294269982;5.267527587034399;11
16;16;2500;9900;0.003169267707082833;50;4.0;7.92;0.08638331320639983;5.199191381055041;11
17;17;2500;9900;0.003169267707082833;50;4.0;7.92;0.08948359215589215;5.16730099419137;11
18;18;2500;9900;0.003169267707082833;52;4.0;7.92;0.09001839070174465;5.143323560423639;11
19;19;2500;9900;0.003169267707082833;52;4.0;7.92;0.09417252319679122;5.0792797435287875;11
20;20;2500;9900;0.003169267707082833;53;4.0;7.92;0.0953533911189306;5.049281367211732;10
21;21;2500;9900;0.003169267707082833;54;4.0;7.92;0.09113942618527443;4.99419539757939;10
22;22;2500;9900;0.003169267707082833;54;4.0;7.92;0.08958246315985251;4.941551411841463;10
23;23;2500;9900;0.003169267707082833;54;4.0;7.92;0.09069432093411708;4.914291808092411;10
24;24;2500;9900;0.003169267707082833;55;4.0;7.92;0.09018628772393028;4.881926239603339;10
25;25;2500;9900;0.003169267707082833;57;4.0;7.92;0.09141884425954973;4.846753785415209;10
26;26;2500;9900;0.003169267707082833;58;4.0;7.92;0.09215945086312265;4.8206049032691975;10
27;27;2500;9900;0.003169267707082833;59;4.0;7.92;0.09097379283711271;4.789568542575395;10
28;28;2500;9900;0.003169267707082833;59;4.0;7.92;0.09036192711604886;4.755039229862188;9
29;29;2500;9900;0.003169267707082833;59;4.0;7.92;0.09076829258123315;4.720536649629732;9
30;30;2500;9900;0.003169267707082833;60;4.0;7.92;0.08775704239640349;4.700146575007576;9
