;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919219;29.09197000336286;98
1;1;2500;9676;0.003097559023609444;12;4.0;7.742;0.24833734859568848;12.075898237924084;35
2;2;2500;9888;0.003165426170468187;14;4.0;7.91;0.1795420571998066;9.016490760247482;24
3;3;2500;9899;0.0031689475790316127;19;4.0;7.918;0.1447303405488163;7.242310279483257;18
4;4;2500;9900;0.003169267707082833;24;4.0;7.92;0.1366890146074029;6.218248592485388;15
5;5;2500;9900;0.003169267707082833;24;4.0;7.92;0.11769000914845923;5.523795486520789;12
6;6;2500;9900;0.003169267707082833;26;4.0;7.92;0.13418257331087108;5.148416057532001;11
7;7;2500;9900;0.003169267707082833;27;4.0;7.92;0.13644030502643337;4.932189544886634;10
8;8;2500;9900;0.003169267707082833;28;4.0;7.92;0.14592891083707155;4.7998487780586645;9
9;9;2500;9900;0.003169267707082833;35;4.0;7.92;0.15004797092221797;4.7040948277122965;9
10;10;2500;9900;0.003169267707082833;37;4.0;7.92;0.149353404816052;4.665354712834737;9
11;11;2500;9900;0.003169267707082833;32;4.0;7.92;0.17320812984865414;4.637720367185769;9
12;12;2500;9900;0.003169267707082833;30;4.0;7.92;0.16995967291685793;4.604166645089718;9
13;13;2500;9900;0.003169267707082833;32;4.0;7.92;0.16739815507603945;4.584852624990438;9
14;14;2500;9900;0.003169267707082833;27;4.0;7.92;0.15808168001005524;4.560022614436356;9
15;15;2500;9900;0.003169267707082833;30;4.0;7.92;0.15271685239820054;4.546382314657856;9
16;16;2500;9900;0.003169267707082833;27;4.0;7.92;0.15711576591040435;4.534360236002703;9
17;17;2500;9900;0.003169267707082833;28;4.0;7.92;0.14659428837907135;4.512507686433505;8
18;18;2500;9900;0.003169267707082833;27;4.0;7.92;0.15448688521085116;4.506652490808761;8
19;19;2500;9900;0.003169267707082833;30;4.0;7.92;0.15344889803140785;4.511932255229595;8
20;20;2500;9900;0.003169267707082833;35;4.0;7.92;0.1559092953432667;4.508158158273225;8
21;21;2500;9900;0.003169267707082833;36;4.0;7.92;0.1433285443572822;4.51704230529691;8
22;22;2500;9900;0.003169267707082833;35;4.0;7.92;0.14070504297313835;4.519995081911287;8
23;23;2500;9900;0.003169267707082833;36;4.0;7.92;0.13475971825033844;4.519851557610625;8
24;24;2500;9900;0.003169267707082833;33;4.0;7.92;0.1447971994470778;4.525209357185198;8
25;25;2500;9900;0.003169267707082833;33;4.0;7.92;0.14326029327718273;4.5282621709969755;8
26;26;2500;9900;0.003169267707082833;39;4.0;7.92;0.13657054253645948;4.529956961959791;9
27;27;2500;9900;0.003169267707082833;39;4.0;7.92;0.14933820111722299;4.528399102393985;8
28;28;2500;9900;0.003169267707082833;39;4.0;7.92;0.14262818788519047;4.529708303195927;8
29;29;2500;9900;0.003169267707082833;43;4.0;7.92;0.13229500690416124;4.520558235497167;8
30;30;2500;9900;0.003169267707082833;41;4.0;7.92;0.1326641023378481;4.523144772171484;9
