;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919215;29.092465434324986;98
1;1;2500;9845;0.0031516606642657064;12;4.0;7.875;0.45653408163202036;12.549176842599886;34
2;2;2500;9899;0.0031689475790316127;17;4.0;7.918;0.275923429260471;9.612992428581622;24
3;3;2500;9900;0.003169267707082833;24;4.0;7.92;0.16909821495148736;8.486101723048955;21
4;4;2500;9900;0.003169267707082833;31;4.0;7.92;0.10658396216467032;7.70595284370805;18
5;5;2500;9900;0.003169267707082833;35;4.0;7.92;0.09333830699393805;7.256949329308675;17
6;6;2500;9900;0.003169267707082833;35;4.0;7.92;0.09604801951577498;6.8684703067909005;16
7;7;2500;9900;0.003169267707082833;35;4.0;7.92;0.09765643190926543;6.557726906455511;15
8;8;2500;9900;0.003169267707082833;34;4.0;7.92;0.10468696607613785;6.364404751959772;14
9;9;2500;9900;0.003169267707082833;33;4.0;7.92;0.1091223873118906;6.1795536200741354;14
10;10;2500;9900;0.003169267707082833;33;4.0;7.92;0.11153466357044829;6.030962551611254;14
11;11;2500;9900;0.003169267707082833;34;4.0;7.92;0.11414079169194316;5.945551604334944;14
12;12;2500;9900;0.003169267707082833;34;4.0;7.92;0.12088812077486522;5.842632004240086;13
13;13;2500;9900;0.003169267707082833;34;4.0;7.92;0.12146517314833312;5.773200919930962;13
14;14;2500;9900;0.003169267707082833;33;4.0;7.92;0.1265290467380205;5.7173417755144635;13
15;15;2500;9900;0.003169267707082833;32;4.0;7.92;0.1321086427028986;5.652571470279262;12
16;16;2500;9900;0.003169267707082833;32;4.0;7.92;0.1408922927735359;5.5764007302856475;12
17;17;2500;9900;0.003169267707082833;34;4.0;7.92;0.14527042568415074;5.511813218756366;12
18;18;2500;9900;0.003169267707082833;34;4.0;7.92;0.1453948007440539;5.478560527331772;11
19;19;2500;9900;0.003169267707082833;35;4.0;7.92;0.15215360725335042;5.435969320087196;12
20;20;2500;9900;0.003169267707082833;34;4.0;7.92;0.1609708383404648;5.418253681283458;11
21;21;2500;9900;0.003169267707082833;36;4.0;7.92;0.16111096647623174;5.398948580308731;11
22;22;2500;9900;0.003169267707082833;36;4.0;7.92;0.15919767072791782;5.371613953267623;11
23;23;2500;9900;0.003169267707082833;36;4.0;7.92;0.15901890314891098;5.327204098228097;11
24;24;2500;9900;0.003169267707082833;36;4.0;7.92;0.15314153476708464;5.295887257553675;11
25;25;2500;9900;0.003169267707082833;36;4.0;7.92;0.15417443409711348;5.274289060388409;11
26;26;2500;9900;0.003169267707082833;37;4.0;7.92;0.15782880238495203;5.249970853701127;11
27;27;2500;9900;0.003169267707082833;37;4.0;7.92;0.15758635936428164;5.249684101001963;11
28;28;2500;9900;0.003169267707082833;37;4.0;7.92;0.1605575070265697;5.224020801639801;11
29;29;2500;9900;0.003169267707082833;36;4.0;7.92;0.16430795627424266;5.209808085273821;11
30;30;2500;9900;0.003169267707082833;36;4.0;7.92;0.163104850062364;5.1812051298378785;11
