;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919215;29.092465434324986;98
1;1;2500;9857;0.003155502200880352;12;4.0;7.887;0.4492630437812397;12.58345588513004;34
2;2;2500;9899;0.0031689475790316127;16;4.0;7.918;0.2705841231180653;9.598558072839026;25
3;3;2500;9900;0.003169267707082833;23;4.0;7.92;0.15023152138279494;8.549396607190983;20
4;4;2500;9900;0.003169267707082833;28;4.0;7.92;0.11098335381068067;7.708023022457521;18
5;5;2500;9900;0.003169267707082833;30;4.0;7.92;0.10749604943446983;7.250433803137408;16
6;6;2500;9900;0.003169267707082833;29;4.0;7.92;0.10450753817936344;6.899234391857753;15
7;7;2500;9900;0.003169267707082833;32;4.0;7.92;0.09706229036886449;6.633020738072762;14
8;8;2500;9900;0.003169267707082833;31;4.0;7.92;0.10673234644575193;6.421346085849198;14
9;9;2500;9900;0.003169267707082833;32;4.0;7.92;0.11125868143669783;6.259690389361182;13
10;10;2500;9900;0.003169267707082833;32;4.0;7.92;0.11909236566374765;6.162224826739142;13
11;11;2500;9900;0.003169267707082833;32;4.0;7.92;0.11846089921888313;6.015550720429595;12
12;12;2500;9900;0.003169267707082833;31;4.0;7.92;0.12293689293446165;5.94034112462469;12
13;13;2500;9900;0.003169267707082833;32;4.0;7.92;0.12236454963855184;5.856732720440907;12
14;14;2500;9900;0.003169267707082833;32;4.0;7.92;0.1207905759113551;5.785881217521013;12
15;15;2500;9900;0.003169267707082833;34;4.0;7.92;0.12814199380398034;5.658036791756962;12
16;16;2500;9900;0.003169267707082833;36;4.0;7.92;0.13421097685212888;5.59728546918377;11
17;17;2500;9900;0.003169267707082833;36;4.0;7.92;0.13696983358206985;5.563336267065576;11
18;18;2500;9900;0.003169267707082833;36;4.0;7.92;0.1350909492021261;5.524302644222497;12
19;19;2500;9900;0.003169267707082833;36;4.0;7.92;0.13592155074534887;5.488629477739018;12
20;20;2500;9900;0.003169267707082833;38;4.0;7.92;0.13386729941351466;5.463793471952174;11
21;21;2500;9900;0.003169267707082833;39;4.0;7.92;0.1363116904189808;5.421569923916477;11
22;22;2500;9900;0.003169267707082833;39;4.0;7.92;0.1419293000690751;5.378060320574316;11
23;23;2500;9900;0.003169267707082833;40;4.0;7.92;0.14682994996260626;5.343448899551441;11
24;24;2500;9900;0.003169267707082833;41;4.0;7.92;0.1498717060819597;5.319608796269468;11
25;25;2500;9900;0.003169267707082833;42;4.0;7.92;0.15036584152273325;5.284224553313525;10
26;26;2500;9900;0.003169267707082833;42;4.0;7.92;0.15186302167605067;5.258052963460763;11
27;27;2500;9900;0.003169267707082833;42;4.0;7.92;0.15456843217753521;5.240287980908488;11
28;28;2500;9900;0.003169267707082833;43;4.0;7.92;0.15650221913887352;5.219086612386697;11
29;29;2500;9900;0.003169267707082833;43;4.0;7.92;0.15963584983586052;5.195820349032323;10
30;30;2500;9900;0.003169267707082833;44;4.0;7.92;0.16371222407993283;5.175205963825701;10
