;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919219;29.09197000336286;98
1;1;2500;9691;0.003102360944377751;12;4.0;7.754;0.25851190345062935;11.886257007494144;35
2;2;2500;9886;0.003164785914365746;15;4.0;7.91;0.160705744829285;9.02059093016509;25
3;3;2500;9898;0.003168627450980392;16;4.0;7.918;0.13110891751888204;7.270500067312717;19
4;4;2500;9900;0.003169267707082833;20;4.0;7.92;0.14293322838592754;6.2311462455603355;15
5;5;2500;9900;0.003169267707082833;24;4.0;7.92;0.1415875580437578;5.5215943314022855;12
6;6;2500;9900;0.003169267707082833;28;4.0;7.92;0.1543321488370016;5.1377556809919005;11
7;7;2500;9900;0.003169267707082833;30;4.0;7.92;0.14238735811926165;4.83277274627474;10
8;8;2500;9900;0.003169267707082833;34;4.0;7.92;0.1474832994598958;4.635160655286648;9
9;9;2500;9900;0.003169267707082833;33;4.0;7.92;0.12802311099618563;4.491520211888223;8
10;10;2500;9900;0.003169267707082833;40;4.0;7.92;0.12490369504207119;4.4108236668702165;8
11;11;2500;9900;0.003169267707082833;42;4.0;7.92;0.10697199187550893;4.358696912484744;7
12;12;2500;9900;0.003169267707082833;44;4.0;7.92;0.11682010770949973;4.340001384271148;7
13;13;2500;9900;0.003169267707082833;44;4.0;7.92;0.10088913666923578;4.3217714421466615;7
14;14;2500;9900;0.003169267707082833;43;4.0;7.92;0.09162032937394643;4.316461152532164;7
15;15;2500;9900;0.003169267707082833;37;4.0;7.92;0.10123801577016038;4.320791609616893;7
16;16;2500;9900;0.003169267707082833;35;4.0;7.92;0.08813438262601256;4.3404233268288674;7
17;17;2500;9900;0.003169267707082833;39;4.0;7.92;0.07407724540618457;4.3494269379164106;7
18;18;2500;9900;0.003169267707082833;39;4.0;7.92;0.07413980630368519;4.359005713668656;7
19;19;2500;9900;0.003169267707082833;33;4.0;7.92;0.07269315657474586;4.366916803220958;7
20;20;2500;9900;0.003169267707082833;32;4.0;7.92;0.07195807570089507;4.368525710961791;7
21;21;2500;9900;0.003169267707082833;27;4.0;7.92;0.07740891355515478;4.396419878558352;7
22;22;2500;9900;0.003169267707082833;24;4.0;7.92;0.08140292316153523;4.407540578996046;7
23;23;2500;9900;0.003169267707082833;24;4.0;7.92;0.07931531159711744;4.421791130453805;7
24;24;2500;9900;0.003169267707082833;25;4.0;7.92;0.07349796105979396;4.426792559368685;7
25;25;2500;9900;0.003169267707082833;25;4.0;7.92;0.07478771656990763;4.425933943389668;7
26;26;2500;9900;0.003169267707082833;23;4.0;7.92;0.08359475660574593;4.434903198238592;7
27;27;2500;9900;0.003169267707082833;23;4.0;7.92;0.08074569683345703;4.45184371887145;7
28;28;2500;9900;0.003169267707082833;24;4.0;7.92;0.0693777356776756;4.449704356568376;7
29;29;2500;9900;0.003169267707082833;21;4.0;7.92;0.07121290223059304;4.457961381375253;7
30;30;2500;9900;0.003169267707082833;21;4.0;7.92;0.07244630925468366;4.443760445961638;7
