;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919219;29.09197000336286;98
1;1;2500;9709;0.0031081232492997197;13;4.0;7.766;0.2542530838256982;11.906792121756675;35
2;2;2500;9887;0.0031651060424169666;15;4.0;7.91;0.1599614217362936;8.991661286057544;24
3;3;2500;9899;0.0031689475790316127;17;4.0;7.918;0.1299774886576154;7.268937399719272;19
4;4;2500;9900;0.003169267707082833;21;4.0;7.92;0.13670148624310607;6.145929800699884;15
5;5;2500;9900;0.003169267707082833;27;4.0;7.92;0.1538281063923521;5.538165714740637;12
6;6;2500;9900;0.003169267707082833;31;4.0;7.92;0.14356694356438568;5.11287885231037;11
7;7;2500;9900;0.003169267707082833;30;4.0;7.92;0.14666591544902383;4.8061589212589295;10
8;8;2500;9900;0.003169267707082833;31;4.0;7.92;0.14959948482068053;4.591239105400558;9
9;9;2500;9900;0.003169267707082833;32;4.0;7.92;0.1448706835294685;4.468609648378754;8
10;10;2500;9900;0.003169267707082833;33;4.0;7.92;0.13619751046980633;4.396375852649757;8
11;11;2500;9900;0.003169267707082833;33;4.0;7.92;0.12572608215084105;4.343193984086569;8
12;12;2500;9900;0.003169267707082833;36;4.0;7.92;0.12169851217900164;4.3364783937559555;7
13;13;2500;9900;0.003169267707082833;41;4.0;7.92;0.1258353382963876;4.3351172751210285;7
14;14;2500;9900;0.003169267707082833;44;4.0;7.92;0.11133979225665107;4.3296823794005626;7
15;15;2500;9900;0.003169267707082833;49;4.0;7.92;0.10380613426718151;4.343063716019363;7
16;16;2500;9900;0.003169267707082833;44;4.0;7.92;0.10123120701562939;4.337537161832599;7
17;17;2500;9900;0.003169267707082833;45;4.0;7.92;0.08922899524591728;4.345587605870743;7
18;18;2500;9900;0.003169267707082833;47;4.0;7.92;0.07589782290853658;4.36439015046394;7
19;19;2500;9900;0.003169267707082833;40;4.0;7.92;0.08028476583402665;4.385262123657869;7
20;20;2500;9900;0.003169267707082833;37;4.0;7.92;0.07458359353886172;4.398969567168889;7
21;21;2500;9900;0.003169267707082833;32;4.0;7.92;0.06899536301882506;4.400546239145945;7
22;22;2500;9900;0.003169267707082833;31;4.0;7.92;0.07144272730093815;4.411471573941971;7
23;23;2500;9900;0.003169267707082833;25;4.0;7.92;0.06939963932670917;4.414343118493521;7
24;24;2500;9900;0.003169267707082833;23;4.0;7.92;0.07327049869564779;4.41337621937397;7
25;25;2500;9900;0.003169267707082833;23;4.0;7.92;0.06472711602533453;4.414710986267742;7
26;26;2500;9900;0.003169267707082833;22;4.0;7.92;0.06603702061844843;4.419553348574175;7
27;27;2500;9900;0.003169267707082833;19;4.0;7.92;0.06784064323907128;4.433813261264499;7
28;28;2500;9900;0.003169267707082833;20;4.0;7.92;0.06422239482962337;4.438606928517389;7
29;29;2500;9900;0.003169267707082833;23;4.0;7.92;0.06039347543896103;4.441726379854425;7
30;30;2500;9900;0.003169267707082833;22;4.0;7.92;0.07394625565289085;4.435589019183094;7
