;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919219;29.09197000336286;98
1;1;2500;9652;0.003089875950380152;12;4.0;7.723;0.27302925426387425;11.949090846705067;35
2;2;2500;9882;0.0031635054021608646;16;4.0;7.906;0.1710034788422664;8.967411838733852;25
3;3;2500;9899;0.0031689475790316127;16;4.0;7.918;0.14140581805252686;7.199065484802802;18
4;4;2500;9900;0.003169267707082833;20;4.0;7.92;0.1272405291181262;6.1754967827582234;16
5;5;2500;9900;0.003169267707082833;22;4.0;7.92;0.1442212936967558;5.471131640504705;12
6;6;2500;9900;0.003169267707082833;27;4.0;7.92;0.1428955769503176;5.155857901476356;12
7;7;2500;9900;0.003169267707082833;27;4.0;7.92;0.14643274523508717;4.901392732758843;10
8;8;2500;9900;0.003169267707082833;29;4.0;7.92;0.16838141490611042;4.771640261206681;10
9;9;2500;9900;0.003169267707082833;37;4.0;7.92;0.1645191857906775;4.699891781319628;9
10;10;2500;9900;0.003169267707082833;32;4.0;7.92;0.15431940134169866;4.659001574517264;9
11;11;2500;9900;0.003169267707082833;33;4.0;7.92;0.14498819176818603;4.640865967179596;9
12;12;2500;9900;0.003169267707082833;34;4.0;7.92;0.14476269931941899;4.631908943951311;9
13;13;2500;9900;0.003169267707082833;36;4.0;7.92;0.15118547112742545;4.605846478517164;9
14;14;2500;9900;0.003169267707082833;40;4.0;7.92;0.15269718029891247;4.585073372573967;9
15;15;2500;9900;0.003169267707082833;40;4.0;7.92;0.14718588385550493;4.5703344266794925;9
16;16;2500;9900;0.003169267707082833;45;4.0;7.92;0.14181354131799173;4.5536111902108845;9
17;17;2500;9900;0.003169267707082833;40;4.0;7.92;0.13977548451935567;4.53911763566637;9
18;18;2500;9900;0.003169267707082833;39;4.0;7.92;0.1462664905669865;4.522827089684398;8
19;19;2500;9900;0.003169267707082833;36;4.0;7.92;0.1522842833136812;4.513697145990023;8
20;20;2500;9900;0.003169267707082833;31;4.0;7.92;0.14096873566589352;4.532239022347477;9
21;21;2500;9900;0.003169267707082833;30;4.0;7.92;0.15008322349011932;4.543757819374492;9
22;22;2500;9900;0.003169267707082833;34;4.0;7.92;0.14870547142635396;4.533706966782864;8
23;23;2500;9900;0.003169267707082833;33;4.0;7.92;0.14905735006608817;4.53364369807737;8
24;24;2500;9900;0.003169267707082833;33;4.0;7.92;0.13954547695881298;4.523093867340508;8
25;25;2500;9900;0.003169267707082833;32;4.0;7.92;0.13807731882988464;4.512906005366929;9
26;26;2500;9900;0.003169267707082833;32;4.0;7.92;0.14097282174455975;4.510729883542856;8
27;27;2500;9900;0.003169267707082833;31;4.0;7.92;0.13804417426342017;4.513069992858953;8
28;28;2500;9900;0.003169267707082833;30;4.0;7.92;0.12939000511337792;4.514470059847488;8
29;29;2500;9900;0.003169267707082833;31;4.0;7.92;0.14068990988459865;4.52867538806661;8
30;30;2500;9900;0.003169267707082833;30;4.0;7.92;0.13052395299375766;4.529516598112177;8
