;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919219;29.09197000336286;98
1;1;2500;9665;0.0030940376150460185;12;4.0;7.73;0.24642119721338407;11.987456533997253;35
2;2;2500;9885;0.0031644657863145256;14;4.0;7.906;0.17115717579176917;9.166899132362577;25
3;3;2500;9898;0.003168627450980392;17;4.0;7.918;0.1313077820250922;7.4024984251675345;19
4;4;2500;9900;0.003169267707082833;19;4.0;7.92;0.13700174515097455;6.304296944494205;15
5;5;2500;9900;0.003169267707082833;23;4.0;7.92;0.13743116396757388;5.567945836028478;13
6;6;2500;9900;0.003169267707082833;29;4.0;7.92;0.1535638213874886;5.2044849086305;11
7;7;2500;9900;0.003169267707082833;37;4.0;7.92;0.16615366531641954;4.987470707257925;11
8;8;2500;9900;0.003169267707082833;36;4.0;7.92;0.1629825132440127;4.814388969124844;10
9;9;2500;9900;0.003169267707082833;36;4.0;7.92;0.15930472846378774;4.731914226619246;10
10;10;2500;9900;0.003169267707082833;40;4.0;7.92;0.15327657903517122;4.672016533286607;9
11;11;2500;9900;0.003169267707082833;46;4.0;7.92;0.15485530585201704;4.6245551865441685;9
12;12;2500;9900;0.003169267707082833;46;4.0;7.92;0.15258004251630763;4.594176126854209;9
13;13;2500;9900;0.003169267707082833;52;4.0;7.92;0.14555888558413602;4.562924221995081;9
14;14;2500;9900;0.003169267707082833;48;4.0;7.92;0.1391390389949904;4.556583238876153;9
15;15;2500;9900;0.003169267707082833;45;4.0;7.92;0.15517486447648374;4.547232145571136;9
16;16;2500;9900;0.003169267707082833;42;4.0;7.92;0.14702395278457328;4.531545969001855;8
17;17;2500;9900;0.003169267707082833;42;4.0;7.92;0.13231533906173804;4.517587864107687;8
18;18;2500;9900;0.003169267707082833;45;4.0;7.92;0.13947383041771322;4.500782976733053;9
19;19;2500;9900;0.003169267707082833;47;4.0;7.92;0.13042070520245055;4.496042572859682;8
20;20;2500;9900;0.003169267707082833;45;4.0;7.92;0.12000161494172053;4.495903861808923;8
21;21;2500;9900;0.003169267707082833;46;4.0;7.92;0.1232370935770688;4.485154328140466;8
22;22;2500;9900;0.003169267707082833;44;4.0;7.92;0.12743837280734838;4.490271383725868;8
23;23;2500;9900;0.003169267707082833;41;4.0;7.92;0.12428217603298042;4.493592420592481;8
24;24;2500;9900;0.003169267707082833;41;4.0;7.92;0.11752829842898806;4.5046792269819935;8
25;25;2500;9900;0.003169267707082833;42;4.0;7.92;0.12375182571917642;4.508446135335976;8
26;26;2500;9900;0.003169267707082833;38;4.0;7.92;0.13732291415859166;4.498879111204184;8
27;27;2500;9900;0.003169267707082833;40;4.0;7.92;0.13716550231730268;4.506937201716899;8
28;28;2500;9900;0.003169267707082833;38;4.0;7.92;0.13254043343625457;4.511706451051678;8
29;29;2500;9900;0.003169267707082833;34;4.0;7.92;0.12671869408027672;4.509031099181503;8
30;30;2500;9900;0.003169267707082833;35;4.0;7.92;0.13811194918894137;4.521412160695772;8
