;ciclo;nodes;edges;density;max_deg;min_deg;avg_deg;assortativity;avpl;diameter
0;0;2500;4900;0.001568627450980392;4;2.0;3.92;0.6504952980919215;29.092465434324986;98
1;1;2500;7497;0.0024;8;3.0;5.996;0.3677947797355315;17.545528200357378;50
2;2;2500;7796;0.002495718287314926;8;3.0;6.24;0.3956582454918111;16.70031516172144;50
3;3;2500;7948;0.00254437775110044;8;3.0;6.36;0.39933357307742023;16.47405840211724;50
4;4;2500;8050;0.00257703081232493;8;3.0;6.44;0.39051655085233095;16.323556191009434;50
5;5;2500;8116;0.002598159263705482;8;3.0;6.492;0.37919049632408774;16.257729867969463;50
6;6;2500;8174;0.0026167266906762707;8;3.0;6.54;0.3678834705480593;16.205641479363514;50
7;7;2500;8209;0.0026279311724689875;8;3.0;6.566;0.3570505400402235;16.07269283296958;50
8;8;2500;8242;0.0026384953981592636;8;3.0;6.594;0.349238497514506;15.986951331797474;50
9;9;2500;8274;0.0026487394957983193;8;3.0;6.62;0.3365282393174522;15.903402820997824;50
10;10;2500;8305;0.0026586634653861544;8;3.0;6.645;0.32870665185613274;15.859270960825937;50
11;11;2500;8331;0.002666986794717887;8;3.0;6.664;0.3206699533758212;15.824354808020894;50
12;12;2500;8349;0.002672749099639856;8;3.0;6.68;0.3192560525289997;15.79288781494969;50
13;13;2500;8363;0.0026772308923569427;8;3.0;6.69;0.31495365243280915;15.770095090856147;50
14;14;2500;8378;0.0026820328131252503;8;3.0;6.703;0.31220505815972766;15.753478927406084;50
15;15;2500;8385;0.0026842737094837934;8;3.0;6.707;0.3101167541873581;15.747056750374854;50
16;16;2500;8392;0.002686514605842337;8;3.0;6.715;0.3104848906916654;15.73102779279847;50
17;17;2500;8397;0.0026881152460984394;8;3.0;6.72;0.31016509646032964;15.728150053959913;50
18;18;2500;8410;0.0026922769107643055;8;3.0;6.727;0.30225031966237653;15.666829355294164;50
19;19;2500;8418;0.0026948379351740695;8;3.0;6.734;0.29944770066018483;15.656271072372741;50
20;20;2500;8428;0.0026980392156862746;8;3.0;6.742;0.295649744964947;15.648500703462616;50
21;21;2500;8431;0.002698999599839936;8;3.0;6.746;0.2953230922533386;15.646791956717744;50
22;22;2500;8438;0.0027012404961984796;8;3.0;6.75;0.28880371932424787;15.639466406221763;50
23;23;2500;8446;0.002703801520608243;8;3.0;6.758;0.2830848523030278;15.631196868278224;50
24;24;2500;8455;0.0027066826730692277;8;3.0;6.766;0.27948982505862763;15.610997192040132;50
25;25;2500;8462;0.0027089235694277712;8;3.0;6.77;0.2761111853279162;15.597329881317767;50
26;26;2500;8465;0.0027098839535814327;8;3.0;6.773;0.2738390867583023;15.59386113578839;50
27;27;2500;8469;0.0027111644657863143;8;3.0;6.773;0.2701646302916931;15.57875104462508;50
28;28;2500;8474;0.002712765106042417;8;3.0;6.777;0.2690458535131388;15.577444572680687;50
29;29;2500;8477;0.0027137254901960783;8;3.0;6.78;0.2677255861963678;15.549028121297017;50
30;30;2500;8480;0.00271468587434974;8;3.0;6.785;0.2669092695639584;15.54065755790891;50
