#n_nodes,m_edges,aspl,diameter,acluster,assort,n_conn,n_comp,o_largestc
2500,8517,17.4161840736,49,0.232893621934,0.111421375858,3,1,2500
2475,8285,17.5096951732,50,0.232176046176,0.135871013616,3,1,2475
2450,8065,17.5956797027,50,0.231491739553,0.1501277405,3,1,2450
2425,7865,17.6010554251,50,0.231678939617,0.193640837542,2,1,2425
2400,7665,17.6854769348,50,0.231003968254,0.257182752462,2,1,2400
2375,7465,17.8341747883,50,0.23015839599,0.289944439682,2,1,2375
2350,7265,17.9715417154,50,0.229340425532,0.308285248044,2,1,2350
2325,7065,18.1125016194,50,0.22913671275,0.327075842136,2,1,2325
2300,6865,18.3213752671,50,0.228869565217,0.340134965046,2,1,2300
2275,6665,18.5894231011,51,0.228531658817,0.332089789013,2,1,2275
2250,6465,18.7989387876,51,0.227761904762,0.31073854486,2,1,2250
2225,6265,18.942535365,51,0.227133226324,0.244806681471,2,1,2225
2200,6065,19.0571156311,51,0.227225108225,0.144443450778,2,1,2200
2175,5876,19.0382336707,51,0.226163108922,0.101941805042,2,1,2175
2150,5701,19.044722586,51,0.222764119601,0.147594583145,2,1,2150
2125,5526,19.1845317381,52,0.21912605042,0.192291180028,2,1,2125
2100,5351,19.4747630391,52,0.215117913832,0.215498145851,1,1,2100
2075,5176,19.7000996851,52,0.21176821572,0.230675822373,1,1,2075
2050,5001,19.9961927889,53,0.207897793264,0.267049106538,1,1,2050
2025,4826,20.2112653101,54,0.204637272193,0.24649048162,1,1,2025
2000,4651,20.3062436218,54,0.201026190476,0.194296906409,1,1,2000
1975,4483,20.3097056673,54,0.197518987342,0.146379040259,1,1,1975
1950,4333,20.3196226862,54,0.192085470085,0.206668491593,1,1,1950
1925,4183,20.5758673759,55,0.188727272727,0.240644558347,1,1,1925
1900,4033,21.0347202129,55,0.182736842105,0.26849020887,1,1,1900
1875,3883,21.3766870153,55,0.176426666667,0.299478537057,1,1,1875
1850,3733,21.8552041279,57,0.171315315315,0.293487335825,1,1,1850
1825,3583,22.2377271089,57,0.16597260274,0.255711590346,1,1,1825
1800,3433,22.3542912729,57,0.158962962963,0.18381704614,1,1,1800
1775,3298,22.3946088254,60,0.152713615023,0.178304845457,1,1,1775
1750,3173,22.6783974628,60,0.148770726129,0.218084553564,1,2,1749
1725,3048,23.3821360658,61,0.14219384794,0.262939935115,1,3,1723
1700,2923,24.0097546214,61,0.134295249313,0.293181167461,1,3,1698
1675,2798,24.8635662111,64,0.127013556619,0.316432896104,1,4,1672
1650,2673,25.6623279854,64,0.119166160696,0.330253652212,1,4,1647
1625,2548,26.323010031,65,0.11520756268,0.296983865053,1,4,1622
1600,2423,26.8196995306,66,0.109914422876,0.239285031011,1,4,1597
1575,2303,26.9770546571,68,0.0982389136431,0.108092080436,1,5,1571
1550,2203,27.2409266697,75,0.0921109666233,0.164641236499,1,10,1538
1525,2103,28.3565605152,83,0.0822784810127,0.190043766075,1,16,1501
1500,2003,29.9697292453,83,0.0771349862259,0.21975935736,1,24,1452
1475,1903,32.9081489872,92,0.0710227272727,0.261751168666,1,32,1408
1450,1803,36.7827050697,109,0.062030075188,0.272102091328,1,40,1330
1425,1703,39.878790901,109,0.0518954248366,0.281753109803,1,50,1275
1400,1603,47.5323480068,120,0.042175210198,0.260488411174,1,58,1229
1375,1503,51.7547344044,133,0.0331632653061,0.110480522208,1,64,1176
1350,1414,44.2045381211,107,0.0234996384671,0.0169777086573,1,78,922
1325,1339,43.8570230716,100,0.0274957698816,0.0291445469769,1,116,788
1300,1264,40.9885133873,97,0.0289641629848,0.0414837041957,1,154,679
1275,1189,37.1314211315,87,0.0295893719807,0.0427067321917,1,191,552
1250,1114,45.5724962631,118,0.0313199105145,0.018706397588,1,227,447
1225,1039,39.4366026289,109,0.0376811594203,0.0339730198633,1,262,345
1200,964,28.359252704,79,0.0575221238938,-0.0629257870762,1,298,226
1175,889,19.8845326716,56,0.0598290598291,-0.0286234712464,1,333,156
1150,814,14.7847866419,41,0.0673400673401,-0.0292279782302,1,364,99
1125,739,9.30775510204,27,0.0333333333333,-0.0289115646259,1,401,50
1100,671,5.0,13,0.0,-0.0833333333333,1,435,14
1075,621,5.0,13,0.0,-0.0833333333333,1,458,14
1050,571,5.0,13,0.0,-0.0833333333333,1,483,14
1025,521,5.0,13,0.0,-0.0833333333333,1,508,14
1000,471,5.0,13,0.0,-0.0833333333333,1,533,14
975,421,5.0,13,0.0,-0.0833333333333,1,557,14
950,371,5.0,13,0.0,-0.0833333333333,1,580,14
925,321,5.0,13,0.0,-0.0833333333333,1,605,14
900,271,3.33333333333,8,0.0,-0.142857142857,1,630,9
875,221,3.0,7,0.0,-0.166666666667,1,654,8
850,171,1.66666666667,3,0.0,-0.5,1,679,4
825,141,1.0,1,0.0,na,1,684,2
800,116,1.0,1,0.0,na,1,684,2
775,91,1.0,1,0.0,na,1,684,2
750,66,1.0,1,0.0,na,1,684,2
725,41,1.0,1,0.0,na,1,684,2
700,16,1.0,1,0.0,na,1,684,2
675,0,0,0,0.0,na,0,675,1
650,0,0,0,0.0,na,0,650,1
625,0,0,0,0.0,na,0,625,1
600,0,0,0,0.0,na,0,600,1
575,0,0,0,0.0,na,0,575,1
550,0,0,0,0.0,na,0,550,1
525,0,0,0,0.0,na,0,525,1
500,0,0,0,0.0,na,0,500,1
475,0,0,0,0.0,na,0,475,1
450,0,0,0,0.0,na,0,450,1
425,0,0,0,0.0,na,0,425,1
400,0,0,0,0.0,na,0,400,1
375,0,0,0,0.0,na,0,375,1
350,0,0,0,0.0,na,0,350,1
325,0,0,0,0.0,na,0,325,1
300,0,0,0,0.0,na,0,300,1
275,0,0,0,0.0,na,0,275,1
250,0,0,0,0.0,na,0,250,1
225,0,0,0,0.0,na,0,225,1
200,0,0,0,0.0,na,0,200,1
175,0,0,0,0.0,na,0,175,1
150,0,0,0,0.0,na,0,150,1
125,0,0,0,0.0,na,0,125,1
100,0,0,0,0.0,na,0,100,1
75,0,0,0,0.0,na,0,75,1
50,0,0,0,0.0,na,0,50,1
25,0,0,0,0.0,na,0,25,1
1,0,0,0,0.0,na,0,1,1
