#n_nodes  m_edges  aspl  diameter  acluster  assort    n_conn  n_comp  o_largestc
2500  8500   17.3809130052  49  0.233353650794    0.105801929897  3   1  2500
2475  8272   17.4813695565  49   0.23253968254    0.122860898061  3   1  2475
2450  8047   17.5864917792  49  0.232278911565    0.111681475313  3   1  2450
2425  7846   17.5865731006  49  0.231955817378    0.166968941704  2   1  2425
2400  7646   17.6648322218  50  0.231525793651    0.215260818586  2   1  2400
2375  7446   17.8137734226  50  0.230729824561    0.252688506613  2   1  2375
2350  7246   18.0271358568  50  0.229962512665     0.28108280161  2   1  2350
2325  7046   18.2183865416  50  0.228725038402    0.318010480218  2   1  2325
2300  6846   18.4414096866  50   0.22866873706    0.310004031349  2   1  2300
2275  6646   18.6630933534  51  0.227825222397    0.286925622107  2   1  2275
2250  6446   18.8263243911  51  0.226814814815    0.261617794459  2   1  2250
2225  6246   18.9291767036  51  0.225791332263    0.198828946606  2   1  2225
2200  6046   18.9427309934  51  0.225837662338      0.1050143127  2   1  2200
2175  5869   18.9315640432  51  0.223548987411    0.149471078466  2   1  2175
2150  5694   19.0444892703  52  0.222325581395     0.18851095474  2   1  2150
2125  5519   19.3350539493  52  0.220575910364    0.223083111139  2   1  2125
2100  5344   19.6611429479  53  0.217317460317    0.262604673365  2   1  2100
2075  5169   19.8925598634  53  0.214223752151     0.26894919279  2   1  2075
2050  4994   20.1162127867  53  0.211981416957    0.249995471076  2   1  2050
2025  4819   20.2558093007  54  0.208475014697    0.215102097189  1   1  2025
2000  4644   20.2726668334  54  0.205869047619    0.128067549365  1   1  2000
1975  4490   20.2808833827  54  0.200945147679    0.168747450966  1   1  1975
1950  4340   20.4265235295  55  0.196444444444    0.202909780432  1   1  1950
1925  4190   20.6226740827  55  0.191896103896    0.232685277832  1   1  1925
1900  4040   20.8474016796  55  0.188192982456    0.229327111942  1   1  1900
1875  3890   21.4166426183  56  0.183093333333    0.241906716349  1   1  1875
1850  3740   21.9373879233  57  0.178522522523    0.236949224077  1   1  1850
1825  3590   22.2527763759  58  0.172657534247     0.23589229695  1   1  1825
1800  3440   22.5511222284  58  0.165185185185    0.185450316951  1   1  1800
1775  3299   22.5512539499  59  0.158384976526    0.160344110788  1   1  1775
1750  3174   22.6947533275  60  0.150219172861    0.210161002015  1   2  1749
1725  3049   23.0394216099  62  0.143967517401    0.245386279857  1   2  1724
1700  2924   23.8257796909  62  0.137364798427    0.267168358496  1   3  1695
1675  2799   24.6478719015  64  0.130339321357    0.286602724403  1   3  1670
1650  2674   25.6257552563  64   0.12170212766    0.314933977133  1   3  1645
1625  2549   26.4377934863  65  0.112325102881    0.308259489899  1   3  1620
1600  2424   27.0572869263  68  0.103719958203    0.257748042363  1   3  1595
1575  2299   27.3170935279  69 0.0971549893843    0.126365799559  1   3  1570
1550  2195   27.3735011673  72 0.0885552654482    0.136933936185  1   6  1532
1525  2095   27.9059883434  76  0.083682983683    0.167281102779  1  15  1430
1500  1995   27.6761293022  75 0.0790854572714    0.197275741499  1  23  1334
1475  1895   30.8988071422  81 0.0727130570758    0.257820200239  1  33  1279
1450  1795     35.96504968  95 0.0657354149548     0.25578146826  1  39  1217
1425  1695   38.6795295401 107 0.0595439189189    0.229806176777  1  45  1184
1400  1595   42.1138646796 124 0.0492160278746    0.203369887514  1  49  1148
1375  1495   44.9704859811 125 0.0395250976856   0.0462341703506  1  55  1109
1350  1412   44.6982467529 121 0.0340798442064  -0.0192580256537  1  79  1027
1325  1337   45.9674486639 125 0.0335707019329  -0.0105423014956  1 113   983
