enlace,mean_r1_pci,mean_r1_pcm,mean_r1_pcf,std_r1_pci,std_r1_pcm,std_r1_pcf,mean_r1_plus_pcf,mean_r1_minus_pci,mean_r2_pci,mean_r2_pcm,mean_r2_pcf,std_r2_pci,std_r2_pcm,std_r2_pcf,mean_r2_plus_pcf,mean_r2_minus_pci
32,0.5598,0.6144,0.7195,0.02029977359678694,0.023108002898991464,0.027390737946476076,0.10510000000000008,0.05459999999999998,0.5595,0.6153,0.7190000000000001,0.021385117075275333,0.023288051299611423,0.030000000000000013,0.10370000000000013,0.05579999999999996
16,0.6385000000000001,0.7068000000000001,0.8043,0.018715034738213166,0.02347919775615698,0.027789068412458953,0.09749999999999992,0.06830000000000003,0.6679,0.74,0.821,0.014515404565390853,0.018477395417486206,0.024183640851792466,0.08099999999999996,0.07209999999999994
8,0.6665000000000001,0.754,0.835,0.015333003949031318,0.019898733526523646,0.022763607319179847,0.08099999999999996,0.08749999999999991,0.6751999999999999,0.7837000000000001,0.8511,0.014104945762018923,0.015482476245971459,0.020932551616363395,0.0673999999999999,0.10850000000000015
4,0.6622,0.7833,0.8632,0.01389571549402583,0.021417211996358657,0.028880806950308882,0.07989999999999997,0.12109999999999999,0.6759000000000001,0.8038,0.8706999999999999,0.012878217456173237,0.01324058651696103,0.025356249603192386,0.06689999999999996,0.1278999999999999
2,0.6564,0.7906,0.8792,0.014738117967098834,0.01942714959571121,0.03132366066046109,0.08860000000000001,0.13419999999999999,0.6867,0.8055,0.8598,0.013031042967010827,0.011403968828899231,0.020448506403681746,0.054300000000000015,0.11880000000000002
1,0.6562,0.7898000000000001,0.8698999999999999,0.014618377806616229,0.01994841833177243,0.02772502060732813,0.08009999999999984,0.13360000000000005,0.6883,0.8036,0.8591,0.01271720380929994,0.013447991851889449,0.01804007883697975,0.055499999999999994,0.11529999999999996
