#n_nodes,m_edges,aspl,diameter,acluster,assort,n_conn,n_comp,o_largestc
2500,8443,17.520752,50,0.219277,0.265796,3,1,2500
2475,8243,17.490446,50,0.218485,0.319910,3,1,2475
2450,8043,17.513156,50,0.218082,0.359822,3,1,2450
2425,7843,17.602354,50,0.217430,0.394236,3,1,2425
2400,7643,17.715932,50,0.216095,0.423979,2,1,2400
2375,7443,17.869720,50,0.215367,0.435851,2,1,2375
2350,7243,18.081522,50,0.214244,0.449599,2,1,2350
2325,7043,18.344995,50,0.213334,0.454106,2,1,2325
2300,6843,18.587317,51,0.212042,0.445930,2,1,2300
2275,6643,18.762664,51,0.211356,0.429733,2,1,2275
2250,6443,18.902365,51,0.211320,0.387295,2,1,2250
2225,6243,18.994237,51,0.210307,0.327454,2,1,2225
2200,6043,19.120112,51,0.209817,0.238257,2,1,2200
2175,5845,19.175729,51,0.209110,0.143832,2,1,2175
2150,5670,19.240846,52,0.205524,0.179867,2,1,2150
2125,5495,19.374005,52,0.202443,0.220177,2,1,2125
2100,5320,19.604185,52,0.198526,0.258047,1,1,2100
2075,5145,19.991127,53,0.194180,0.280969,1,1,2075
2050,4970,20.262816,53,0.191426,0.259878,1,1,2050
2025,4795,20.404401,53,0.186789,0.225700,1,1,2025
2000,4620,20.462226,53,0.182690,0.158765,1,1,2000
1975,4468,20.402388,54,0.178110,0.177724,1,1,1975
1950,4318,20.515083,55,0.172598,0.224843,1,1,1950
1925,4168,20.995505,56,0.166649,0.271821,1,1,1925
1900,4018,21.395998,57,0.160316,0.311900,1,1,1900
1875,3868,21.853218,57,0.155076,0.318048,1,1,1875
1850,3718,22.342682,57,0.148775,0.306966,1,1,1850
1825,3568,22.540227,58,0.142612,0.282446,1,1,1825
1800,3418,22.695410,58,0.135259,0.223558,1,1,1800
1775,3277,22.634825,59,0.127568,0.169863,1,1,1775
1750,3152,22.728533,60,0.121543,0.217103,1,1,1750
1725,3027,23.228899,63,0.113353,0.242643,1,1,1725
1700,2902,23.735920,63,0.105941,0.282605,1,1,1700
1675,2777,24.875715,64,0.100378,0.288050,1,1,1675
1650,2652,25.660438,64,0.093879,0.274270,1,1,1650
1625,2527,26.516073,66,0.084882,0.247947,1,1,1625
1600,2402,26.669776,67,0.076715,0.161987,1,2,1599
1575,2288,26.947558,71,0.068384,0.108642,1,4,1572
1550,2188,26.941644,67,0.068373,0.141883,1,15,1504
1525,2088,28.368495,80,0.060554,0.187547,1,21,1456
1500,1988,26.691489,68,0.060809,0.200808,1,31,1269
1475,1888,30.323826,93,0.054279,0.217734,1,38,1219
1450,1788,29.625984,93,0.051190,0.203470,1,46,980
1425,1688,38.532341,130,0.038925,0.276638,1,57,912
1400,1588,26.399249,77,0.047534,0.277006,1,63,561
1375,1488,29.391076,83,0.038365,0.177017,1,68,530
1350,1396,35.442461,105,0.014667,-0.006555,1,88,500
1325,1321,35.442461,105,0.014667,-0.006555,1,123,500
1300,1246,35.442461,105,0.014667,-0.006555,1,164,500
1275,1171,35.442461,105,0.014667,-0.006555,1,205,500
1250,1096,35.442461,105,0.014667,-0.006555,1,242,500
1225,1021,34.872055,101,0.015152,-0.014470,1,280,484
1200,946,33.732540,96,0.017134,0.002628,1,316,428
1175,871,18.185854,54,0.014035,-0.000642,1,351,190
1150,796,14.012288,36,0.000000,-0.006289,1,388,108
1125,721,10.752862,30,0.000000,0.057508,1,424,55
1100,649,4.333333,11,0.000000,-0.100000,1,460,12
1075,599,4.333333,11,0.000000,-0.100000,1,485,12
1050,549,4.333333,11,0.000000,-0.100000,1,510,12
1025,499,4.333333,11,0.000000,-0.100000,1,532,12
1000,449,4.333333,11,0.000000,-0.100000,1,554,12
975,399,4.333333,11,0.000000,-0.100000,1,579,12
950,349,4.333333,11,0.000000,-0.100000,1,602,12
925,299,4.333333,11,0.000000,-0.100000,1,626,12
900,249,4.000000,10,0.000000,-0.111111,1,651,11
875,199,2.000000,4,0.000000,-0.333333,1,676,5
850,162,1.000000,1,0.000000,na,1,688,2
825,137,1.000000,1,0.000000,na,1,688,2
800,112,1.000000,1,0.000000,na,1,688,2
775,87,1.000000,1,0.000000,na,1,688,2
750,62,1.000000,1,0.000000,na,1,688,2
725,37,1.000000,1,0.000000,na,1,688,2
700,12,1.000000,1,0.000000,na,1,688,2
675,0,0.000000,0,0.000000,na,0,675,1
650,0,0.000000,0,0.000000,na,0,650,1
