num_nodes,removed,mean_r1,std_r1,mean_r2,std_r2
2500,0.0,17.4953767,0.020924497609550965,17.40887891157,0.016641153768689413
2475,0.01,17.51848211,0.024231302683831002,17.439212509900003,0.020771469396712795
2450,0.02,17.54060883,0.03035755455877464,17.47099764169,0.02597379806668178
2425,0.03,17.568058349999998,0.03433796710283057,17.500466612232998,0.030716123203746545
2400,0.04,17.59696271,0.037739925090870825,17.535373492427,0.03614091504274084
2375,0.05,17.62375553,0.040851815688653335,17.570046847869,0.039288041153545464
2350,0.06,17.65443443,0.04396801408445032,17.605146211603,0.0420746151269173
2325,0.07,17.68426529,0.05225212510999943,17.645103818037,0.048669077294928836
2300,0.08,17.71687211,0.05794425828832202,17.685184450707,0.05329960658421518
2275,0.09,17.753743110000002,0.06056906885663267,17.728963051022,0.054116707462610554
2250,0.1,17.7910799,0.0656101322605165,17.773293619882,0.05678599896437364
2225,0.11,17.82839301,0.06692494291949558,17.817341092070002,0.06256220596319147
2200,0.12,17.87314404,0.07212579470492245,17.86345482151,0.06562536615320258
2175,0.13,17.91713823,0.07642044230464388,17.912020590024,0.07143790616666164
2150,0.14,17.96171099,0.08115498869067699,17.964252147842,0.07704973127336126
2125,0.15,18.00790653,0.08384856560254951,18.011539757543,0.0788045305212753
2100,0.16,18.05570347,0.085028816668763,18.062153661137,0.08531551161875818
2075,0.17,18.10728573,0.09137534061497238,18.121770674437002,0.08980400557764179
2050,0.18,18.1633428,0.09836013515000512,18.184217828901,0.09859305306480007
2025,0.19,18.22306605,0.1046619600271018,18.24467548219,0.10523429696691988
2000,0.2,18.2851149,0.10852223093496063,18.306956382749,0.11313732891174101
1975,0.21,18.34719288,0.11587091615444425,18.380784392933,0.12402216169447845
1950,0.22,18.41579104,0.12370901880605938,18.452349659197,0.12638340961518826
1925,0.23,18.48975263,0.1351587886030333,18.522163678289,0.12751607167617166
1900,0.24,18.56228465,0.13986252328556628,18.593044540315,0.13292104809024163
1875,0.25,18.63970092,0.14366716131748355,18.67143153205,0.13784189946735773
1850,0.26,18.71664815,0.15528017640858857,18.757657059599,0.15200828089068721
1825,0.27,18.79767173,0.1616877507731424,18.846410583037,0.15879624277280557
1800,0.28,18.88120051,0.17156846012353666,18.941846260564,0.16333185152238103
1775,0.29,18.98377227,0.1843413176929275,19.046458912224,0.17365715030275203
1750,0.3,19.080493999999998,0.19377277835426557,19.143460034446,0.18323947477151206
1725,0.31,19.19098767,0.1986250150393321,19.247931546034,0.18679286773555678
1700,0.32,19.30114867,0.2107956245384297,19.360345826366,0.19468250522078734
1675,0.33,19.41996132,0.22742334972357744,19.485671232932,0.2205140641224307
1650,0.34,19.54343236,0.24215265297263872,19.617604556185,0.23281581536157975
1625,0.35,19.66939331,0.25865365732349943,19.749545498417,0.2379298050411154
1600,0.36,19.81362387,0.2763407732122223,19.891962352780002,0.26169652596293613
1575,0.37,19.97026374,0.30223106342071593,20.061551123505,0.2856402772104383
1550,0.38,20.12798859,0.3336643373127333,20.233693166977,0.30035894704989385
1525,0.39,20.30910521,0.36685293702466404,20.404284055507002,0.3158687562274688
1500,0.4,20.50629835,0.3797350419758117,20.589113758067,0.3543745131504502
1475,0.41,20.72329417,0.3950419145444834,20.794960026332,0.3858987370053488
