num_nodes,removed,mean_r1,std_r1,mean_r2,std_r2
2500,0.0,7.211931099999999,0.03123182478551871,5.9230624409759995,0.02728454494143489
2475,0.01,7.555426,0.04649175265690814,6.091681895758001,0.025541884855431886
2450,0.02,7.758097599999999,0.06987958636778935,6.235883567637,0.029842583126662048
2425,0.03,7.937939,0.11596632069029554,6.373451294614,0.027655044973458016
2400,0.04,8.1271401,0.14881640699902707,6.502929519244001,0.039607799236238396
2375,0.05,8.2206656,0.1286264074530059,6.644637573715,0.040291931933715566
2350,0.06,8.402938500000001,0.15254761682121848,6.758187368097,0.04989690546240609
2325,0.07,8.5752403,0.15804627003581365,6.902026539338,0.04602897491849727
2300,0.08,8.6822339,0.1476898934392598,6.9904892864559995,0.04982623494913769
2275,0.09,9.0113025,0.16798249038466256,7.126070070649,0.05379249695758335
2250,0.1,9.1344511,0.18545398951429065,7.2769486487820005,0.07111749785733185
2225,0.11,9.2060045,0.171826520524659,7.356383356236,0.07011404388804958
2200,0.12,9.4730274,0.14699478524476822,7.504138663221001,0.06958523213105867
2175,0.13,9.7015417,0.1653099113692222,7.686660187103,0.09015492256327928
2150,0.14,9.7754305,0.17721305742978188,7.793104389276,0.10608089053674588
2125,0.15,9.866067,0.1433874142485628,7.902351575931,0.07763534545494527
2100,0.16,10.1292875,0.18550919925931778,8.078342065793,0.060801555477090326
2075,0.17,10.4098998,0.20789823151019496,8.311929401960999,0.0751613517585413
2050,0.18,10.583345900000001,0.22179708068134385,8.47859170432,0.08812129403309092
2025,0.19,10.6438096,0.22592520711962294,8.54882097288,0.09565801979525408
2000,0.2,10.7178162,0.21732822220513484,8.708658412596,0.09030311049744791
1975,0.21,11.0536172,0.25206048765978556,8.954470514731,0.08905914949761548
1950,0.22,11.499017,0.24884569687749078,9.220831501611,0.0979555538766804
1925,0.23,11.849552599999999,0.2860887789908741,9.435507359986,0.1461502520330803
1900,0.24,11.998689899999999,0.2736064386703603,9.528866018791,0.15437317915305304
1875,0.25,12.0453423,0.2776810612239437,9.628805924094,0.13617948798293347
1850,0.26,12.1405492,0.2776682917326597,9.876662097605,0.09986121802967346
1825,0.27,12.5858941,0.2664866041016994,10.192108433609999,0.14799293429127822
1800,0.28,13.223327799999998,0.35036397904204925,10.66155778735,0.1406672459638658
1775,0.29,13.7976369,0.3072039770957294,10.99830738619,0.14757838949790544
1750,0.3,14.2442609,0.4491308898244966,11.23085794058,0.1909057704166699
1725,0.31,14.4324906,0.5308389234546476,11.34587086677,0.20906300082472196
1700,0.32,14.5039831,0.5527222527527729,11.5807035359,0.15322573466601613
1675,0.33,14.6900792,0.5444773102887659,12.098984273300001,0.23544650423137228
1650,0.34,15.28323,0.6115945828756902,12.82888647874,0.3115639362234699
1625,0.35,16.5738759,0.8594414515228221,13.67830509202,0.3875023016908709
1600,0.36,17.647061400000002,1.1718459655717188,14.454197398720002,0.3876032430246283
1575,0.37,18.7109591,1.2257590309887771,15.09262735339,0.4744265238948748
1550,0.38,19.364008300000002,1.2823017544120547,15.54844949307,0.5434253775869111
1525,0.39,19.8952257,1.3151550050525145,15.877088832839998,0.6222738640358677
1500,0.4,20.1509718,1.2666655990694453,15.99358926172,0.7423043568068382
1475,0.41,20.474295,1.294910563699629,16.50437497331,0.9484176440683194
1450,0.42,20.7906457,1.0598905920306685,18.32473627292,1.1962987765581512
1425,0.43,22.1688045,1.528629424247475,20.633554169569997,2.298731485011879
1400,0.44,21.71087,3.1873534201657363,23.61909960285,3.965122135967336
1375,0.45,26.0218408,5.900234725920822,25.93194917654,5.398024539353495
1350,0.46,23.9577594,5.802634039034804,26.270323014320002,7.45733204853116
1325,0.47,26.007136300000003,7.59463941827016,29.11595124995,6.87326557113456
1300,0.48,23.5237275,6.281823578944349,27.60877273773,5.4552292358432535
1275,0.49,21.065374600000002,7.039278467001512,25.61875085991,5.891916588465984
1250,0.5,19.7877953,6.057834520575575,23.40933380962,3.7809097343933793
1225,0.51,19.3620578,5.258599134259676,21.34231792034,3.02948209516672
1200,0.52,18.7731178,4.093634058154869,19.19455897853,2.5178003033804597
1175,0.53,16.725321700000002,3.135356163918509,17.01005211769,2.368291435874071
1150,0.54,14.1653819,2.499537982384498,12.495403359647,3.4468895121397596
1125,0.55,9.153064,2.7408280011694757,6.141785439714,1.138386522351741
1100,0.56,5.3064848,0.6250272766740842,4.133333333332,0.6516834799381871
1075,0.57,3.7999997,0.5708991738185277,4.0999999999989996,0.6488356142511875
1050,0.58,3.7333331000000003,0.5397758428217009,4.066666666666,0.7166451331811287
1025,0.59,3.5666664999999993,0.6295205406586559,4.066666666666,0.7166451331811287
1000,0.6,3.4999998999999997,0.5719793335643925,4.033333333333,0.7105900869022368
975,0.61,3.2799999,0.8004935132100904,3.666666666666,0.6285393610549053
950,0.62,3.0333332,0.5973190185124045,3.166666666667,0.5719794522771635
925,0.63,2.3666666,0.5079614353011019,1.7333333333319998,0.6629526173411315
900,0.64,1.0333333,0.10540914992969068,1.0,0.0
875,0.65,1.0,0.0,1.0,0.0
850,0.66,1.0,0.0,1.0,0.0
825,0.67,1.0,0.0,1.0,0.0
800,0.68,1.0,0.0,1.0,0.0
775,0.69,1.0,0.0,1.0,0.0
750,0.7,1.0,0.0,0.6,0.5163977794943222
725,0.71,0.1,0.31622776601683794,0.0,0.0
700,0.72,0.0,0.0,0.0,0.0
675,0.73,0.0,0.0,0.0,0.0
650,0.74,0.0,0.0,0.0,0.0
625,0.75,0.0,0.0,0.0,0.0
600,0.76,0.0,0.0,0.0,0.0
