#n_nodes  m_edges  aspl  diameter  acluster  assort    n_conn  n_comp  o_largestc
2500  8517   17.4161840736  49  0.232893621934    0.111421375858  3   1  2500
2475  8347   17.4598838833  49  0.232624950807    0.121408941473  3   1  2475
2450  8172   17.5185080124  49  0.233206319757    0.116559730783  3   1  2450
2425  8016   17.5594501718  49   0.23326493209    0.129355598029  3   1  2425
2400  7848   17.5949944421  49  0.233706679894    0.129273071749  3   1  2400
2375  7691   17.6048312863  49  0.233574603175    0.127912302316  3   1  2375
2350  7537   17.6423695008  49  0.233617696724    0.130138534554  3   1  2350
2325  7377   17.6735931745  49  0.234038573135    0.138129323154  3   1  2325
2300  7218   17.7326728067  50  0.233660800552    0.143412177283  3   1  2300
2275  7070   17.7489224584  50  0.233583813012    0.145359868633  2   1  2275
2250  6915   17.8164616373  50  0.234225396825    0.158442696673  2   1  2250
2225  6756   17.8878562768  50  0.234003210273    0.158084688437  2   1  2225
2200  6597    17.971415106  50  0.234303751804    0.150140265437  2   1  2200
2175  6460   17.9785815648  50  0.233626710454    0.151585844805  2   1  2175
2150  6300   18.0446879565  50  0.233093023256    0.151294793419  2   1  2150
2125  6136    18.145243381  50  0.232318954248    0.154254294682  2   1  2125
2100  5991   18.2080514531  50  0.232860544218     0.15157571123  2   1  2100
2075  5860   18.2651555111  50  0.233544463569     0.15473122855  1   1  2075
2050  5712   18.3365853659  50  0.232080139373    0.151983345393  1   1  2050
2025  5570   18.4168169619  51  0.232412306486    0.149205260725  1   1  2025
2000  5437   18.4353951976  50  0.233291666667    0.156420545938  1   1  2000
1975  5306   18.5001946828  50  0.233166968053    0.167649666845  1   1  1975
1950  5167   18.5807933062  50  0.234192918193    0.159400359855  1   1  1950
1925  5050   18.5884925885  51  0.235360544218    0.170706932712  1   1  1925
1900  4923    18.640258862  51  0.233918546366    0.188606734979  1   1  1900
1875  4797   18.7225004625  51  0.232580740741    0.193254754975  1   1  1875
1850  4672   18.8141125225  51  0.232739167739    0.196267589715  1   1  1850
1825  4542   18.8892483778  52  0.232296586214    0.196065283205  1   1  1825
1800  4420   19.0009157232  52  0.231628241439     0.19621583771  1   2  1799
1775  4301    19.193674884  52  0.230482632737    0.201994632998  1   2  1774
1750  4168   19.3121123152  52  0.229129570639     0.20580894013  1   2  1749
1725  4046   19.3975745105  52  0.224919898354     0.21707718853  1   2  1724
1700  3921   19.5152579191  52  0.224150461599    0.211024039478  1   3  1697
1675  3817   19.5496196118  52   0.22565187655    0.219669629254  1   4  1671
1650  3705   19.7212208282  52  0.225650928658     0.22141849958  1   4  1646
1625  3593   19.8767300345  53  0.221513815403    0.222591751262  1   5  1620
1600  3483   20.0818673474  53  0.221539035677    0.220405211272  1   5  1595
