#n_nodes  m_edges  aspl  diameter  acluster  assort    n_conn  n_comp  o_largestc
2500  9900   4.56418919568   8  0.108863471118   0.0787911265335  4   1  2500
2475  9708   4.57285808775   8  0.109146062678   0.0780762502544  3   1  2475
2450  9478   4.60657827851   8  0.109155447466   0.0752857594569  3   1  2450
2425  9272    4.6277897996   8   0.10966699188   0.0789119523104  3   1  2425
2400  9089   4.64126094206   8  0.109372950365   0.0781738183016  3   1  2400
2375  8903   4.65851673835   8  0.108602243108   0.0772576528454  3   1  2375
2350  8729    4.6675822215   8  0.109111563911    0.079677086461  2   1  2350
2325  8508   4.70533821924   9  0.108830818548   0.0788605312664  2   1  2325
2300  8329   4.72895512226   9   0.10863156496    0.074667214635  2   1  2300
2275  8135   4.74843457334   9  0.108462558726   0.0756747400859  2   1  2275
2250  7951   4.76037745171   9  0.108221444883   0.0739264232185  2   1  2250
2225  7774   4.77709401019   9  0.108513614119   0.0732082993364  2   1  2225
2200  7583   4.81020794576  10  0.108716497979   0.0717430636705  2   1  2200
2175  7413   4.82430860007  10  0.108376736268   0.0726192174364  2   1  2175
2150  7252   4.83977274449  10  0.107958249528   0.0761660544218  2   1  2150
2125  7103   4.84571441232  10  0.107832203547   0.0760761907233  2   1  2125
2100  6935   4.87385194764  10  0.108792616276     0.07419682687  2   1  2100
2075  6779   4.89362828363  10  0.108818617194   0.0767292592877  2   1  2075
2050  6627    4.9109143068  10    0.1088405577   0.0752161312421  2   1  2050
2025  6486   4.92737227346  10  0.110643610726    0.077889871622  2   1  2025
2000  6319   4.95542971486  10  0.110807310675   0.0750641250298  1   1  2000
1975  6171   4.97275467149  10  0.110633031399   0.0797273390832  1   1  1975
1950  6028   4.99465024799  10  0.110585510735   0.0808543637208  1   1  1950
1925  5865   5.02692604693  10  0.109677270028   0.0785854300075  1   1  1925
1900  5728   5.03925168371  10  0.108788643242   0.0827060086674  1   1  1900
1875  5580   5.06085922458  10    0.1072490621   0.0821208882459  2   2  1874
1850  5440   5.08344864078  10  0.108259050459   0.0821385173619  1   2  1849
1825  5296   5.10646791485  10  0.108606277188   0.0865682929027  1   2  1824
1800  5159   5.13070665263  10  0.107555598626   0.0853574844645  1   2  1799
1775  5017   5.15901175785  10  0.108238904421   0.0866299160649  1   2  1774
1750  4863   5.19364448858  11  0.108174922683   0.0857492524476  1   2  1749
1725  4729   5.22966721335  11  0.109791765649   0.0824217907294  1   3  1723
1700  4561   5.29580434675  12  0.108832160621   0.0877292109443  1   3  1698
1675  4427    5.3255361683  11  0.108537311126   0.0878479554113  1   3  1673
1650  4288   5.37433206367  12  0.107337235064   0.0898755563662  1   4  1647
1625  4155   5.42112245908  12  0.107038827591   0.0893381095912  1   5  1621
1600  4044   5.44602729394  12  0.105196668874   0.0904654004689  1   5  1596
1575  3912   5.49790510324  12  0.104234445503   0.0977028591272  1   5  1571
1550  3779   5.54215671479  12  0.103131214042   0.0963154051055  1   6  1545
1525  3654    5.5669865909  13  0.102828965651   0.0925393184891  1   6  1520
1500  3520   5.63598250303  13   0.10121034825   0.0948110492322  1   6  1495
1475  3387   5.72046882742  13  0.102492133164   0.0903678728601  1   6  1470
1450  3276   5.75515833768  13  0.103141364117   0.0929761770266  1   7  1443
1425  3156    5.8288244797  14  0.105346387808   0.0877082915409  1   7  1418
1400  3045   5.90819574936  15  0.104438211621   0.0903650783383  1   8  1392
1375  2926   5.98023479614  15  0.104083596954   0.0881394824786  1   8  1367
1350  2813   6.05409674963  15  0.104506042454   0.0803060489201  1  12  1338
1325  2712   6.10786427229  15  0.103238701085   0.0770044162616  1  13  1312
1300  2615   6.15408196662  15  0.101985649115   0.0740515212897  1  15  1285
1275  2527   6.17525305477  14  0.101093879211   0.0744854879867  1  19  1255
1250  2435   6.20470597066  14  0.100346517618   0.0800126992068  1  25  1222
1225  2325   6.30925057645  14 0.0989988915561   0.0927174441032  1  27  1195
1200  2222   6.41872087427  15 0.0976081720567   0.0893761264046  1  28  1168
1175  2133   6.49315360754  15  0.102909973055   0.0914298669794  1  29  1142
1150  2043   6.62874617835  18  0.100432022933   0.0915421017491  1  28  1118
1125  1951   6.70787126103  18 0.0957168506336   0.0857302554369  1  29  1092
1100  1870   6.76313012534  18 0.0921970684345   0.0862378388806  1  31  1066
1075  1785    6.8168842136  18 0.0940334234039   0.0935530345477  1  35  1034
1050  1716   6.88381959909  18 0.0966390553321   0.0985843086344  1  36  1003
1025  1634   6.98974990786  20 0.0946516120046   0.0978303115018  1  40   975
1000  1555   7.14589527613  20  0.095607616485    0.105856678997  1  44   946
 975  1475   7.30086029323  21 0.0955696083147    0.107955485303  1  47   918
 950  1408   7.40779036095  21 0.0980415354847    0.110257641223  1  53   880
 925  1344   7.46629207284  19 0.0986919314384    0.112732404524  1  56   852
 900  1281   7.57254420838  20 0.0959325733598     0.11906666729  1  61   824
 875  1221   7.59080007799  18 0.0979339697811    0.123082799059  1  64   785
 850  1157   7.77958964065  19 0.0946711206554     0.11229110102  1  65   762
 825  1081   7.96395239124  19 0.0926984523958    0.117721734701  1  71   727
 800  1017   8.05743253192  20 0.0874495472322    0.108547510014  1  76   690
 775   941   8.36248860761  19 0.0771709715479    0.121510291342  1  79   658
 750   886   8.39459768324  19 0.0810545064168   0.0862627692445  1  86   621
 725   842   8.75871452421  26 0.0810026455026   0.0890896492911  1  83   600
 700   784   8.94250416543  23 0.0823402011912    0.080540612348  1  91   557
 675   737   8.91313915484  25 0.0839914460408   0.0804897461985  1  94   527
 650   684   8.90832536681  21 0.0782158212912     0.10110785687  1 100   491
 625   624   9.39809273394  24 0.0786908273634   0.0783005523243  1 102   452
 600   577   9.28689759036  21 0.0803666819292   0.0755487250814  1 109   416
 575   537   9.61849296537  25 0.0729849515564   0.0779677645945  1 111   385
 550   499   9.49865689866  25 0.0685366074255   0.0643824322417  1 114   351
 525   438   9.03198700748  21 0.0700070667536   0.0373670212766  1 138   292
 500   393   9.16314460873  21 0.0671273876782 -0.00566723695466  1 145   236
 475   357   9.45559660943  24  0.076784791436   0.0107076103489  1 150   215
 450   323   11.3987747146  25 0.0791979949875   -0.101359549942  1 154   190
 425   294   9.56110888978  25 0.0872628726287  -0.0535290628707  1 155   123
 400   257   7.62737236033  17 0.0777777777778  -0.0683760683761  1 160    87
 375   230   7.72336377473  17 0.0744292237443   -0.100899653979  1 159    73
 350   201    8.0515771526  18 0.0787439613527   -0.101792673422  1 158    69
 325   176   7.22023809524  16  0.107482993197    -0.19918699187  1 157    49
 300   158   7.42819148936  17  0.109722222222   -0.181818181818  1 148    48
 275   138   7.39592969473  17 0.0765957446809   -0.171717171717  1 142    47
 250   121   4.54940711462  10 0.0942028985507   -0.302713987474  1 134    23
 225    98   3.13636363636   7  0.180555555556   -0.282442748092  1 131    12
 200    72   2.71111111111   5  0.216666666667    -0.52380952381  1 131    10
 175    51   2.21428571429   4  0.270833333333   -0.333333333333  1 126     8
 150    37   2.21428571429   4  0.270833333333   -0.333333333333  1 115     8
 125    27             1.8   3  0.361111111111   -0.466666666667  1  99     6
 100    14             1.8   3             0.0   -0.666666666667  1  86     5
  75     6             1.0   1             0.0                na  1  69     2
  50     3             1.0   1             0.0                na  1  47     2
  25     1             1.0   1             0.0                na  1  24     2
   1     0               0   0             0.0                na  0   1     1
