num_nodes,removed,mean_r1_s,std_r1_s,mean_r2_s,std_r2_s,mean_r1_avg_s,std_r1_avg_s,mean_r2_avg_s,std_r2_avg_s
2500,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2475,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2450,0.02,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2425,0.03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2400,0.04,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2375,0.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2350,0.06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2325,0.07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2300,0.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2275,0.09,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2250,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2225,0.11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2200,0.12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2175,0.13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2150,0.14,0.999953488372093,0.00014708268186830586,1.0,0.0,0.1,0.31622776601683794,0.0,0.0
2125,0.15,0.9999529411764705,0.0001488130663608696,0.9999529411764705,0.00014881306636086472,0.1,0.31622776601683794,0.1,0.31622776601683794
2100,0.16,0.9999523809523809,0.00015058465048419875,0.9999523809523809,0.00015058465048421661,0.1,0.31622776601683794,0.1,0.31622776601683794
2075,0.17,0.9999036144578313,0.00030479784676322864,0.9999518072289156,0.00015239892338158922,0.1,0.31622776601683794,0.1,0.31622776601683794
2050,0.18,0.9999024390243904,0.0003085148936749561,0.9999512195121951,0.0001542574468374918,0.1,0.31622776601683794,0.1,0.31622776601683794
