num_nodes,removed,mean_r1_s,std_r1_s,mean_r2_s,std_r2_s,mean_r1_avg_s,std_r1_avg_s,mean_r2_avg_s,std_r2_avg_s
2500,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2475,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2450,0.02,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2425,0.03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2400,0.04,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2375,0.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2350,0.06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2325,0.07,0.9999569892473119,0.00013601194237285267,1.0,0.0,0.1,0.31622776601683794,0.0,0.0
2300,0.08,0.9999565217391304,0.0001374903330508056,1.0,0.0,0.1,0.31622776601683794,0.0,0.0
2275,0.09,0.9999120879120879,0.00018533495444208296,1.0,0.0,0.2,0.4216370213557839,0.0,0.0
2250,0.1,0.9998666666666667,0.00021468706290652767,1.0,0.0,0.3,0.48304589153964794,0.0,0.0
2225,0.11,0.9996404494382023,0.0005524820648564908,1.0,0.0,0.6,0.6992058987801011,0.0,0.0
2200,0.12,0.9996363636363637,0.0005587602701389662,1.0,0.0,0.6,0.6992058987801011,0.0,0.0
2175,0.13,0.9994022988505747,0.000614939544758272,1.0,0.0,0.8,0.6324555320336759,0.0,0.0
2150,0.14,0.9991627906976743,0.0008435020470533688,1.0,0.0,1.05,0.83166499665831,0.0,0.0
2125,0.15,0.9989176470588236,0.0008013828878082964,1.0,0.0,1.25,0.6346477588219923,0.0,0.0
2100,0.16,0.9984761904761905,0.00099886556968585,1.0,0.0,1.16,0.3502380143083652,0.0,0.0
2075,0.17,0.9983614457831326,0.0010942577584531273,1.0,0.0,1.1266666666666667,0.2674987019698517,0.0,0.0
