num_nodes,removed,mean_r1_s,std_r1_s,mean_r2_s,std_r2_s,mean_r1_avg_s,std_r1_avg_s,mean_r2_avg_s,std_r2_avg_s
2500,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2475,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2450,0.02,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2425,0.03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2400,0.04,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2375,0.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2350,0.06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2325,0.07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2300,0.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2275,0.09,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2250,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2225,0.11,0.9999910112359551,6.323833444329129e-05,1.0,0.0,0.02,0.1407052941362897,0.0,0.0
2200,0.12,0.9999909090909092,6.395695188013882e-05,1.0,0.0,0.02,0.1407052941362897,0.0,0.0
2175,0.13,0.9999816091954022,9.055006232963351e-05,1.0,0.0,0.04,0.1969463855669324,0.0,0.0
2150,0.14,0.9999767441860464,0.00010188042491052763,1.0,0.0,0.05,0.21904291355759026,0.0,0.0
2125,0.15,0.9999717647058823,0.00011232153250632582,1.0,0.0,0.06,0.23868325657594203,0.0,0.0
2100,0.16,0.9999666666666667,0.00013961365217244188,1.0,0.0,0.06,0.23868325657594203,0.0,0.0
2075,0.17,0.9999614457831325,0.0001314023731779737,1.0,0.0,0.08,0.27265992434429076,0.0,0.0
2050,0.18,0.9999512195121951,0.00014707870467207658,0.9999951219512195,4.878048780491905e-05,0.1,0.30151134457776363,0.01,0.09999999999999999
