num_nodes,removed,mean_r1_s,std_r1_s,mean_r2_s,std_r2_s,mean_r1_avg_s,std_r1_avg_s,mean_r2_avg_s,std_r2_avg_s
2500,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2475,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2450,0.02,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2425,0.03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2400,0.04,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2375,0.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2350,0.06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2325,0.07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2300,0.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2275,0.09,0.999956043956044,0.0001390012158315726,1.0,0.0,0.1,0.31622776601683794,0.0,0.0
2250,0.1,0.9999555555555556,0.00014054567378526974,1.0,0.0,0.1,0.31622776601683794,0.0,0.0
2225,0.11,0.9998651685393259,0.00021709927709647294,1.0,0.0,0.3,0.48304589153964794,0.0,0.0
2200,0.12,0.9997272727272728,0.0003178208630818612,1.0,0.0,0.5,0.5270462766947299,0.0,0.0
2175,0.13,0.9996321839080459,0.00029078415265914513,1.0,0.0,0.7,0.48304589153964794,0.0,0.0
2150,0.14,0.9994418604651163,0.00036688866871933577,1.0,0.0,1.1,0.7378647873726218,0.0,0.0
2125,0.15,0.9992941176470588,0.00039992309910531277,1.0,0.0,1.1,0.7378647873726218,0.0,0.0
2100,0.16,0.9991904761904762,0.00045175395145261905,0.9999523809523809,0.00015058465048421661,1.15,0.7472170590486632,0.1,0.31622776601683794
2075,0.17,0.9990361445783134,0.00032128514056222764,0.9999518072289156,0.00015239892338158922,1.25,0.6346477588219923,0.1,0.31622776601683794
