num_nodes,removed,mean_r1_s,std_r1_s,mean_r2_s,std_r2_s,mean_r1_avg_s,std_r1_avg_s,mean_r2_avg_s,std_r2_avg_s
2500,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2475,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2450,0.02,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2425,0.03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2400,0.04,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2375,0.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2350,0.06,0.9999574468085106,0.00013456500681565997,1.0,0.0,0.1,0.31622776601683794,0.0,0.0
2325,0.07,0.9999569892473119,0.00013601194237284288,1.0,0.0,0.1,0.31622776601683794,0.0,0.0
2300,0.08,0.9999130434782609,0.0001833204440677284,1.0,0.0,0.2,0.4216370213557839,0.0,0.0
2275,0.09,0.999868131868132,0.00021232786441301933,0.999956043956044,0.0001390012158315726,0.3,0.4830458915396479,0.1,0.31622776601683794
2250,0.1,0.9997333333333334,0.00022951012421968824,0.9999555555555556,0.00014054567378526974,0.6,0.5163977794943222,0.1,0.31622776601683794
2225,0.11,0.9995955056179776,0.00033162462353827975,0.9999550561797752,0.0001421248386592519,0.7,0.48304589153964794,0.1,0.31622776601683794
2200,0.12,0.9994090909090909,0.0005689388895611547,0.9999545454545455,0.00014373989364402818,0.7,0.48304589153964794,0.1,0.31622776601683794
2175,0.13,0.9993563218390804,0.0006573980257326107,0.9999540229885057,0.0001453920763295993,0.7,0.48304589153964794,0.1,0.31622776601683794
2150,0.14,0.9992093023255814,0.0007288470867313806,0.999953488372093,0.00014708268186830196,0.8,0.4216370213557839,0.1,0.31622776601683794
2125,0.15,0.9990117647058824,0.0007171218478846909,0.9999529411764705,0.0001488130663608735,0.9,0.31622776601683794,0.1,0.31622776601683794
