num_nodes,removed,mean_r1_s,std_r1_s,mean_r2_s,std_r2_s,mean_r1_avg_s,std_r1_avg_s,mean_r2_avg_s,std_r2_avg_s
2500,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2475,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2450,0.02,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2425,0.03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2400,0.04,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2375,0.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2350,0.06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2325,0.07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2300,0.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2275,0.09,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2250,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2225,0.11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2200,0.12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2175,0.13,0.9999954022988505,4.597701149425687e-05,1.0,0.0,0.01,0.1,0.0,0.0
2150,0.14,0.9999906976744186,6.544432285408116e-05,1.0,0.0,0.02,0.1407052941362897,0.0,0.0
2125,0.15,0.9999717647058823,0.00011232153250632214,0.9999905882352941,6.621425606413772e-05,0.06,0.23868325657594203,0.02,0.1407052941362897
2100,0.16,0.9999714285714286,0.00011365869360759569,0.9999904761904762,6.700252101728678e-05,0.06,0.23868325657594203,0.02,0.1407052941362897
2075,0.17,0.999966265060241,0.00012358187950661274,0.9999855421686747,8.262487132421525e-05,0.07,0.25643239997624273,0.03,0.1714466079977653
2050,0.18,0.9999658536585366,0.00012508897559816427,0.9999756097560976,0.00010685020173542086,0.07,0.25643239997624273,0.05,0.2190429135575903
