;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;126;0.0504;130;0.052;0.948
6;6;715;0.286;845;0.338;0.662
7;7;546;0.2184;1391;0.556;0.4438
8;8;343;0.1372;1734;0.6934;0.3066
9;9;281;0.1124;2015;0.8057;0.1943
10;10;153;0.0612;2168;0.8667;0.1333
11;11;115;0.046;2283;0.9126;0.0874
12;12;80;0.032;2363;0.945;0.05518
13;13;48;0.0192;2411;0.964;0.03613
14;14;33;0.0132;2444;0.977;0.02295
15;15;17;0.0068;2461;0.984;0.01611
16;16;18;0.0072;2479;0.991;0.00879
17;17;6;0.0024;2485;0.9937;0.006348
18;18;6;0.0024;2491;0.996;0.003906
19;19;6;0.0024;2497;0.9985;0.001465
20;20;2;0.0008;2499;0.9995;0.0004883
21;21;1;0.0004;2500;1.0;0.0
