;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;165;0.066;169;0.06757;0.9326
6;6;1334;0.5337;1503;0.601;0.399
7;7;326;0.1304;1829;0.7314;0.2686
8;8;157;0.0628;1986;0.7944;0.2056
9;9;109;0.0436;2095;0.838;0.1621
10;10;74;0.0296;2169;0.8677;0.1323
11;11;48;0.0192;2217;0.8867;0.1133
12;12;47;0.0188;2264;0.9053;0.0947
13;13;40;0.016;2304;0.9214;0.0786
14;14;25;0.01;2329;0.931;0.06885
15;15;28;0.0112;2357;0.9424;0.05762
16;16;26;0.0104;2383;0.9526;0.04736
17;17;13;0.0052;2396;0.958;0.042
18;18;14;0.0056;2410;0.9634;0.03662
19;19;12;0.0048;2422;0.9683;0.03174
20;20;10;0.004;2432;0.972;0.02783
21;21;8;0.0032;2440;0.9756;0.02441
22;22;6;0.0024;2446;0.978;0.02197
23;23;9;0.0036;2455;0.9814;0.01855
24;24;3;0.0012;2458;0.9824;0.01758
25;25;6;0.0024;2464;0.985;0.01514
26;26;8;0.0032;2472;0.9883;0.01172
27;27;2;0.0008;2474;0.9893;0.01074
28;28;5;0.002;2479;0.991;0.00879
29;29;1;0.0004;2480;0.9917;0.0083
30;30;3;0.0012;2483;0.9927;0.007324
31;31;1;0.0004;2484;0.993;0.006836
32;32;0;0.0;2484;0.993;0.006836
33;33;2;0.0008;2486;0.994;0.00586
34;34;1;0.0004;2487;0.9946;0.00537
35;35;1;0.0004;2488;0.995;0.004883
36;36;2;0.0008;2490;0.996;0.003906
37;37;1;0.0004;2491;0.9966;0.003418
38;38;0;0.0;2491;0.9966;0.003418
39;39;0;0.0;2491;0.9966;0.003418
40;40;0;0.0;2491;0.9966;0.003418
41;41;0;0.0;2491;0.9966;0.003418
42;42;2;0.0008;2493;0.9976;0.002441
43;43;1;0.0004;2494;0.998;0.001953
44;44;0;0.0;2494;0.998;0.001953
45;45;1;0.0004;2495;0.9985;0.001465
46;46;0;0.0;2495;0.9985;0.001465
47;47;0;0.0;2495;0.9985;0.001465
48;48;1;0.0004;2496;0.999;0.000977
49;49;0;0.0;2496;0.999;0.000977
50;50;1;0.0004;2497;0.9995;0.0004883
51;51;0;0.0;2497;0.9995;0.0004883
52;52;0;0.0;2497;0.9995;0.0004883
53;53;0;0.0;2497;0.9995;0.0004883
54;54;0;0.0;2497;0.9995;0.0004883
55;55;0;0.0;2497;0.9995;0.0004883
56;56;0;0.0;2497;0.9995;0.0004883
57;57;0;0.0;2497;0.9995;0.0004883
58;58;0;0.0;2497;0.9995;0.0004883
59;59;1;0.0004;2498;1.0;0.0
60;60;1;0.0004;2499;1.0;0.0
61;61;0;0.0;2499;1.0;0.0
62;62;0;0.0;2499;1.0;0.0
63;63;0;0.0;2499;1.0;0.0
64;64;0;0.0;2499;1.0;0.0
65;65;0;0.0;2499;1.0;0.0
66;66;0;0.0;2499;1.0;0.0
67;67;0;0.0;2499;1.0;0.0
68;68;0;0.0;2499;1.0;0.0
69;69;0;0.0;2499;1.0;0.0
70;70;0;0.0;2499;1.0;0.0
71;71;0;0.0;2499;1.0;0.0
72;72;0;0.0;2499;1.0;0.0
73;73;0;0.0;2499;1.0;0.0
74;74;0;0.0;2499;1.0;0.0
75;75;0;0.0;2499;1.0;0.0
76;76;0;0.0;2499;1.0;0.0
77;77;0;0.0;2499;1.0;0.0
78;78;0;0.0;2499;1.0;0.0
79;79;0;0.0;2499;1.0;0.0
80;80;0;0.0;2499;1.0;0.0
81;81;0;0.0;2499;1.0;0.0
82;82;0;0.0;2499;1.0;0.0
83;83;1;0.0004;2500;1.0;0.0
