;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;152;0.0608;156;0.06238;0.9375
6;6;1110;0.444;1266;0.5063;0.4937
7;7;413;0.1652;1679;0.6714;0.3286
8;8;206;0.0824;1885;0.754;0.2461
9;9;138;0.0552;2023;0.809;0.1909
10;10;117;0.0468;2140;0.856;0.144
11;11;74;0.0296;2214;0.8857;0.11426
12;12;52;0.0208;2266;0.9067;0.09326
13;13;51;0.0204;2317;0.9272;0.07275
14;14;47;0.0188;2364;0.9463;0.0537
15;15;32;0.0128;2396;0.959;0.04102
16;16;19;0.0076;2415;0.967;0.0332
17;17;16;0.0064;2431;0.973;0.02686
18;18;11;0.0044;2442;0.9775;0.02246
19;19;10;0.004;2452;0.9814;0.01855
20;20;6;0.0024;2458;0.984;0.01611
21;21;7;0.0028;2465;0.987;0.01318
22;22;7;0.0028;2472;0.9897;0.010254
23;23;6;0.0024;2478;0.992;0.007812
24;24;3;0.0012;2481;0.993;0.006836
25;25;2;0.0008;2483;0.994;0.00586
26;26;3;0.0012;2486;0.995;0.004883
27;27;2;0.0008;2488;0.996;0.003906
28;28;2;0.0008;2490;0.997;0.00293
29;29;4;0.0016;2494;0.9985;0.001465
30;30;0;0.0;2494;0.9985;0.001465
31;31;1;0.0004;2495;0.999;0.000977
32;32;0;0.0;2495;0.999;0.000977
33;33;1;0.0004;2496;0.9995;0.0004883
34;34;1;0.0004;2497;1.0;0.0
35;35;0;0.0;2497;1.0;0.0
36;36;0;0.0;2497;1.0;0.0
37;37;0;0.0;2497;1.0;0.0
38;38;0;0.0;2497;1.0;0.0
39;39;1;0.0004;2498;1.0;0.0
40;40;0;0.0;2498;1.0;0.0
41;41;0;0.0;2498;1.0;0.0
42;42;0;0.0;2498;1.0;0.0
43;43;1;0.0004;2499;1.0;0.0
44;44;0;0.0;2499;1.0;0.0
45;45;1;0.0004;2500;1.0;0.0
