;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;154;0.0616;158;0.06323;0.9365
6;6;1098;0.4392;1256;0.5024;0.4976
7;7;403;0.1613;1659;0.6636;0.3364
8;8;231;0.0924;1890;0.756;0.2441
9;9;148;0.0592;2038;0.815;0.185
10;10;98;0.0392;2136;0.854;0.146
11;11;77;0.0308;2213;0.885;0.11523
12;12;68;0.0272;2281;0.912;0.0879
13;13;56;0.0224;2337;0.9346;0.0654
14;14;27;0.0108;2364;0.9453;0.0547
15;15;26;0.0104;2390;0.9556;0.04443
16;16;22;0.0088;2412;0.9644;0.03564
17;17;15;0.006;2427;0.97;0.02979
18;18;16;0.0064;2443;0.9766;0.02344
19;19;8;0.0032;2451;0.98;0.02002
20;20;5;0.002;2456;0.982;0.01807
21;21;6;0.0024;2462;0.9844;0.01563
22;22;6;0.0024;2468;0.987;0.01318
23;23;9;0.0036;2477;0.99;0.009766
24;24;6;0.0024;2483;0.9927;0.007324
25;25;1;0.0004;2484;0.993;0.006836
26;26;1;0.0004;2485;0.9937;0.006348
27;27;3;0.0012;2488;0.9946;0.00537
28;28;3;0.0012;2491;0.9956;0.004395
29;29;2;0.0008;2493;0.9966;0.003418
30;30;1;0.0004;2494;0.997;0.00293
31;31;0;0.0;2494;0.997;0.00293
32;32;0;0.0;2494;0.997;0.00293
33;33;1;0.0004;2495;0.9976;0.002441
34;34;1;0.0004;2496;0.998;0.001953
35;35;1;0.0004;2497;0.9985;0.001465
36;36;0;0.0;2497;0.9985;0.001465
37;37;0;0.0;2497;0.9985;0.001465
38;38;0;0.0;2497;0.9985;0.001465
39;39;0;0.0;2497;0.9985;0.001465
40;40;1;0.0004;2498;0.999;0.000977
41;41;1;0.0004;2499;0.9995;0.0004883
42;42;0;0.0;2499;0.9995;0.0004883
43;43;1;0.0004;2500;1.0;0.0
