;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;2;0.0008;2;0.0008;0.999
5;5;99;0.0396;101;0.0404;0.9595
6;6;565;0.226;666;0.2664;0.7334
7;7;610;0.244;1276;0.5103;0.4897
8;8;445;0.178;1721;0.6885;0.3115
9;9;316;0.1263;2037;0.815;0.185
10;10;190;0.076;2227;0.891;0.1089
11;11;129;0.0516;2356;0.943;0.05713
12;12;63;0.0252;2419;0.9683;0.03174
13;13;43;0.0172;2462;0.9854;0.01465
14;14;15;0.006;2477;0.991;0.00879
15;15;5;0.002;2482;0.993;0.006836
16;16;7;0.0028;2489;0.996;0.003906
17;17;4;0.0016;2493;0.9976;0.002441
18;18;1;0.0004;2494;0.998;0.001953
19;19;5;0.002;2499;1.0;0.0
20;20;0;0.0;2499;1.0;0.0
21;21;1;0.0004;2500;1.0;0.0
