;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;151;0.0604;155;0.06198;0.938
6;6;1357;0.543;1512;0.605;0.395
7;7;317;0.1268;1829;0.732;0.268
8;8;155;0.062;1984;0.794;0.206
9;9;107;0.0428;2091;0.837;0.1631
10;10;77;0.0308;2168;0.8677;0.1323
11;11;59;0.0236;2227;0.891;0.1089
12;12;52;0.0208;2279;0.912;0.0879
13;13;42;0.0168;2321;0.9287;0.0713
14;14;29;0.0116;2350;0.9404;0.05957
15;15;17;0.0068;2367;0.9473;0.05273
16;16;13;0.0052;2380;0.9526;0.04736
17;17;20;0.008;2400;0.9604;0.03955
18;18;8;0.0032;2408;0.964;0.03613
19;19;12;0.0048;2420;0.9688;0.03125
20;20;9;0.0036;2429;0.972;0.02783
21;21;11;0.0044;2440;0.9766;0.02344
22;22;5;0.002;2445;0.9785;0.02148
23;23;10;0.004;2455;0.9824;0.01758
24;24;1;0.0004;2456;0.983;0.01709
25;25;6;0.0024;2462;0.9854;0.01465
26;26;3;0.0012;2465;0.9863;0.01367
27;27;7;0.0028;2472;0.9893;0.01074
28;28;1;0.0004;2473;0.9897;0.010254
29;29;4;0.0016;2477;0.991;0.00879
30;30;3;0.0012;2480;0.992;0.007812
31;31;2;0.0008;2482;0.993;0.006836
32;32;2;0.0008;2484;0.994;0.00586
33;33;2;0.0008;2486;0.995;0.004883
34;34;0;0.0;2486;0.995;0.004883
35;35;1;0.0004;2487;0.9956;0.004395
36;36;0;0.0;2487;0.9956;0.004395
37;37;2;0.0008;2489;0.9966;0.003418
38;38;1;0.0004;2490;0.997;0.00293
39;39;1;0.0004;2491;0.9976;0.002441
40;40;1;0.0004;2492;0.998;0.001953
41;41;0;0.0;2492;0.998;0.001953
42;42;0;0.0;2492;0.998;0.001953
43;43;1;0.0004;2493;0.9985;0.001465
44;44;0;0.0;2493;0.9985;0.001465
45;45;0;0.0;2493;0.9985;0.001465
46;46;1;0.0004;2494;0.999;0.000977
47;47;0;0.0;2494;0.999;0.000977
48;48;0;0.0;2494;0.999;0.000977
49;49;1;0.0004;2495;0.9995;0.0004883
50;50;1;0.0004;2496;1.0;0.0
51;51;0;0.0;2496;1.0;0.0
52;52;0;0.0;2496;1.0;0.0
53;53;1;0.0004;2497;1.0;0.0
54;54;0;0.0;2497;1.0;0.0
55;55;0;0.0;2497;1.0;0.0
56;56;0;0.0;2497;1.0;0.0
57;57;0;0.0;2497;1.0;0.0
58;58;0;0.0;2497;1.0;0.0
59;59;0;0.0;2497;1.0;0.0
60;60;0;0.0;2497;1.0;0.0
61;61;0;0.0;2497;1.0;0.0
62;62;0;0.0;2497;1.0;0.0
63;63;0;0.0;2497;1.0;0.0
64;64;0;0.0;2497;1.0;0.0
65;65;1;0.0004;2498;1.0;0.0
66;66;0;0.0;2498;1.0;0.0
67;67;0;0.0;2498;1.0;0.0
68;68;0;0.0;2498;1.0;0.0
69;69;1;0.0004;2499;1.0;0.0
70;70;0;0.0;2499;1.0;0.0
71;71;0;0.0;2499;1.0;0.0
72;72;0;0.0;2499;1.0;0.0
73;73;0;0.0;2499;1.0;0.0
74;74;0;0.0;2499;1.0;0.0
75;75;0;0.0;2499;1.0;0.0
76;76;1;0.0004;2500;1.0;0.0
