;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;148;0.0592;152;0.0608;0.9395
6;6;638;0.2551;790;0.316;0.684
7;7;501;0.2004;1291;0.5166;0.4834
8;8;409;0.1636;1700;0.68;0.3198
9;9;282;0.1128;1982;0.793;0.207
10;10;196;0.0784;2178;0.8716;0.1284
11;11;134;0.0536;2312;0.9253;0.0747
12;12;87;0.0348;2399;0.96;0.04004
13;13;50;0.02;2449;0.98;0.02002
14;14;20;0.008;2469;0.988;0.01221
15;15;19;0.0076;2488;0.9956;0.004395
16;16;4;0.0016;2492;0.997;0.00293
17;17;6;0.0024;2498;0.9995;0.0004883
18;18;1;0.0004;2499;1.0;0.0
19;19;0;0.0;2499;1.0;0.0
20;20;0;0.0;2499;1.0;0.0
21;21;0;0.0;2499;1.0;0.0
22;22;1;0.0004;2500;1.0;0.0
