;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;149;0.0596;153;0.0612;0.939
6;6;1140;0.456;1293;0.517;0.483
7;7;394;0.1576;1687;0.675;0.3252
8;8;185;0.074;1872;0.749;0.251
9;9;151;0.0604;2023;0.8096;0.1904
10;10;104;0.0416;2127;0.851;0.1489
11;11;81;0.0324;2208;0.8833;0.1167
12;12;70;0.028;2278;0.911;0.08887
13;13;38;0.0152;2316;0.9263;0.0737
14;14;31;0.0124;2347;0.9385;0.06152
15;15;33;0.0132;2380;0.9517;0.04834
16;16;24;0.0096;2404;0.9614;0.03857
17;17;19;0.0076;2423;0.969;0.03076
18;18;13;0.0052;2436;0.9746;0.02539
19;19;15;0.006;2451;0.9805;0.01953
20;20;10;0.004;2461;0.9844;0.01563
21;21;9;0.0036;2470;0.988;0.01221
22;22;5;0.002;2475;0.9897;0.010254
23;23;8;0.0032;2483;0.993;0.006836
24;24;4;0.0016;2487;0.9946;0.00537
25;25;2;0.0008;2489;0.9956;0.004395
26;26;2;0.0008;2491;0.9966;0.003418
27;27;0;0.0;2491;0.9966;0.003418
28;28;0;0.0;2491;0.9966;0.003418
29;29;2;0.0008;2493;0.9976;0.002441
30;30;1;0.0004;2494;0.998;0.001953
31;31;1;0.0004;2495;0.9985;0.001465
32;32;0;0.0;2495;0.9985;0.001465
33;33;2;0.0008;2497;0.9995;0.0004883
34;34;0;0.0;2497;0.9995;0.0004883
35;35;0;0.0;2497;0.9995;0.0004883
36;36;2;0.0008;2499;1.0;0.0
37;37;0;0.0;2499;1.0;0.0
38;38;0;0.0;2499;1.0;0.0
39;39;0;0.0;2499;1.0;0.0
40;40;0;0.0;2499;1.0;0.0
41;41;0;0.0;2499;1.0;0.0
42;42;0;0.0;2499;1.0;0.0
43;43;0;0.0;2499;1.0;0.0
44;44;1;0.0004;2500;1.0;0.0
