;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;157;0.0628;161;0.0644;0.9355
6;6;1330;0.532;1491;0.5967;0.4033
7;7;322;0.1288;1813;0.7256;0.2744
8;8;165;0.066;1978;0.7915;0.2085
9;9;118;0.0472;2096;0.839;0.1611
10;10;79;0.0316;2175;0.8706;0.1294
11;11;61;0.0244;2236;0.895;0.105
12;12;44;0.0176;2280;0.9126;0.0874
13;13;28;0.0112;2308;0.924;0.0762
14;14;29;0.0116;2337;0.9355;0.06445
15;15;25;0.01;2362;0.9453;0.0547
16;16;13;0.0052;2375;0.9507;0.04932
17;17;13;0.0052;2388;0.956;0.04395
18;18;13;0.0052;2401;0.9614;0.03857
19;19;12;0.0048;2413;0.9663;0.0337
20;20;14;0.0056;2427;0.9717;0.02832
21;21;7;0.0028;2434;0.9746;0.02539
22;22;5;0.002;2439;0.9766;0.02344
23;23;6;0.0024;2445;0.979;0.021
24;24;10;0.004;2455;0.983;0.01709
25;25;1;0.0004;2456;0.9834;0.0166
26;26;4;0.0016;2460;0.985;0.01514
27;27;9;0.0036;2469;0.9883;0.01172
28;28;7;0.0028;2476;0.991;0.00879
29;29;1;0.0004;2477;0.9917;0.0083
30;30;2;0.0008;2479;0.9927;0.007324
31;31;6;0.0024;2485;0.995;0.004883
32;32;0;0.0;2485;0.995;0.004883
33;33;0;0.0;2485;0.995;0.004883
34;34;2;0.0008;2487;0.996;0.003906
35;35;2;0.0008;2489;0.997;0.00293
36;36;1;0.0004;2490;0.9976;0.002441
37;37;1;0.0004;2491;0.998;0.001953
38;38;2;0.0008;2493;0.999;0.000977
39;39;2;0.0008;2495;1.0;0.0
40;40;0;0.0;2495;1.0;0.0
41;41;0;0.0;2495;1.0;0.0
42;42;2;0.0008;2497;1.001;-0.000977
43;43;0;0.0;2497;1.001;-0.000977
44;44;0;0.0;2497;1.001;-0.000977
45;45;0;0.0;2497;1.001;-0.000977
46;46;1;0.0004;2498;1.001;-0.000977
47;47;0;0.0;2498;1.001;-0.000977
48;48;0;0.0;2498;1.001;-0.000977
49;49;0;0.0;2498;1.001;-0.000977
50;50;0;0.0;2498;1.001;-0.000977
51;51;1;0.0004;2499;1.001;-0.000977
52;52;0;0.0;2499;1.001;-0.000977
53;53;0;0.0;2499;1.001;-0.000977
54;54;1;0.0004;2500;1.001;-0.000977
