;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;119;0.0476;123;0.0492;0.9507
6;6;830;0.332;953;0.3813;0.6187
7;7;523;0.2092;1476;0.591;0.4092
8;8;350;0.14;1826;0.731;0.269
9;9;206;0.0824;2032;0.8135;0.1865
10;10;139;0.0556;2171;0.869;0.1309
11;11;95;0.038;2266;0.907;0.0928
12;12;58;0.0232;2324;0.9307;0.06934
13;13;57;0.0228;2381;0.9536;0.0464
14;14;34;0.0136;2415;0.9673;0.0327
15;15;21;0.0084;2436;0.9756;0.02441
16;16;18;0.0072;2454;0.983;0.01709
17;17;16;0.0064;2470;0.9893;0.01074
18;18;5;0.002;2475;0.991;0.00879
19;19;8;0.0032;2483;0.9946;0.00537
20;20;4;0.0016;2487;0.996;0.003906
21;21;1;0.0004;2488;0.9966;0.003418
22;22;1;0.0004;2489;0.997;0.00293
23;23;3;0.0012;2492;0.998;0.001953
24;24;0;0.0;2492;0.998;0.001953
25;25;2;0.0008;2494;0.999;0.000977
26;26;0;0.0;2494;0.999;0.000977
27;27;0;0.0;2494;0.999;0.000977
28;28;2;0.0008;2496;1.0;0.0
29;29;1;0.0004;2497;1.0;0.0
30;30;1;0.0004;2498;1.0;0.0
31;31;1;0.0004;2499;1.0;0.0
32;32;0;0.0;2499;1.0;0.0
33;33;0;0.0;2499;1.0;0.0
34;34;0;0.0;2499;1.0;0.0
35;35;0;0.0;2499;1.0;0.0
36;36;0;0.0;2499;1.0;0.0
37;37;0;0.0;2499;1.0;0.0
38;38;0;0.0;2499;1.0;0.0
39;39;0;0.0;2499;1.0;0.0
40;40;0;0.0;2499;1.0;0.0
41;41;1;0.0004;2500;1.0;0.0
