;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;160;0.064;164;0.0656;0.9346
6;6;1333;0.533;1497;0.5986;0.4014
7;7;315;0.126;1812;0.7246;0.2754
8;8;165;0.066;1977;0.7905;0.2095
9;9;93;0.0372;2070;0.8276;0.1724
10;10;93;0.0372;2163;0.8647;0.1353
11;11;52;0.0208;2215;0.8857;0.11426
12;12;42;0.0168;2257;0.9023;0.09766
13;13;54;0.0216;2311;0.924;0.0762
14;14;25;0.01;2336;0.9336;0.0664
15;15;20;0.008;2356;0.9414;0.0586
16;16;25;0.01;2381;0.951;0.04883
17;17;18;0.0072;2399;0.9585;0.0415
18;18;11;0.0044;2410;0.963;0.0371
19;19;16;0.0064;2426;0.969;0.03076
20;20;6;0.0024;2432;0.9717;0.02832
21;21;6;0.0024;2438;0.974;0.02588
22;22;7;0.0028;2445;0.977;0.02295
23;23;8;0.0032;2453;0.9805;0.01953
24;24;8;0.0032;2461;0.984;0.01611
25;25;6;0.0024;2467;0.9863;0.01367
26;26;2;0.0008;2469;0.9873;0.012695
27;27;6;0.0024;2475;0.9897;0.010254
28;28;1;0.0004;2476;0.99;0.009766
29;29;0;0.0;2476;0.99;0.009766
30;30;2;0.0008;2478;0.991;0.00879
31;31;4;0.0016;2482;0.9927;0.007324
32;32;2;0.0008;2484;0.9937;0.006348
33;33;1;0.0004;2485;0.994;0.00586
34;34;3;0.0012;2488;0.995;0.004883
35;35;3;0.0012;2491;0.996;0.003906
36;36;1;0.0004;2492;0.9966;0.003418
37;37;0;0.0;2492;0.9966;0.003418
38;38;1;0.0004;2493;0.997;0.00293
39;39;0;0.0;2493;0.997;0.00293
40;40;0;0.0;2493;0.997;0.00293
41;41;1;0.0004;2494;0.9976;0.002441
42;42;0;0.0;2494;0.9976;0.002441
43;43;2;0.0008;2496;0.9985;0.001465
44;44;1;0.0004;2497;0.999;0.000977
45;45;0;0.0;2497;0.999;0.000977
46;46;1;0.0004;2498;0.9995;0.0004883
47;47;0;0.0;2498;0.9995;0.0004883
48;48;0;0.0;2498;0.9995;0.0004883
49;49;0;0.0;2498;0.9995;0.0004883
50;50;0;0.0;2498;0.9995;0.0004883
51;51;0;0.0;2498;0.9995;0.0004883
52;52;0;0.0;2498;0.9995;0.0004883
53;53;1;0.0004;2499;1.0;0.0
54;54;0;0.0;2499;1.0;0.0
55;55;0;0.0;2499;1.0;0.0
56;56;0;0.0;2499;1.0;0.0
57;57;0;0.0;2499;1.0;0.0
58;58;1;0.0004;2500;1.0;0.0
