;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;118;0.0472;122;0.0488;0.951
6;6;702;0.2808;824;0.3296;0.6704
7;7;537;0.2148;1361;0.5444;0.4556
8;8;403;0.1613;1764;0.7056;0.2944
9;9;250;0.1;2014;0.8057;0.1943
10;10;151;0.0604;2165;0.866;0.1338
11;11;125;0.05;2290;0.916;0.084
12;12;85;0.034;2375;0.95;0.0498
13;13;45;0.018;2420;0.9683;0.03174
14;14;26;0.0104;2446;0.9785;0.02148
15;15;23;0.0092;2469;0.988;0.01221
16;16;8;0.0032;2477;0.991;0.00879
17;17;10;0.004;2487;0.995;0.004883
18;18;3;0.0012;2490;0.996;0.003906
19;19;6;0.0024;2496;0.9985;0.001465
20;20;2;0.0008;2498;0.9995;0.0004883
21;21;1;0.0004;2499;1.0;0.0
22;22;0;0.0;2499;1.0;0.0
23;23;1;0.0004;2500;1.0;0.0
