;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;131;0.0524;135;0.054;0.946
6;6;837;0.3347;972;0.3887;0.6113
7;7;522;0.2087;1494;0.5977;0.4023
8;8;330;0.132;1824;0.7295;0.2705
9;9;204;0.0816;2028;0.811;0.189
10;10;137;0.0548;2165;0.8657;0.1343
11;11;97;0.0388;2262;0.9043;0.0957
12;12;65;0.026;2327;0.93;0.0698
13;13;54;0.0216;2381;0.9517;0.04834
14;14;30;0.012;2411;0.964;0.03613
15;15;24;0.0096;2435;0.9736;0.02637
16;16;10;0.004;2445;0.9775;0.02246
17;17;11;0.0044;2456;0.982;0.01807
18;18;12;0.0048;2468;0.987;0.01318
19;19;10;0.004;2478;0.9907;0.00928
20;20;6;0.0024;2484;0.993;0.006836
21;21;3;0.0012;2487;0.994;0.00586
22;22;5;0.002;2492;0.996;0.003906
23;23;1;0.0004;2493;0.9966;0.003418
24;24;1;0.0004;2494;0.997;0.00293
25;25;0;0.0;2494;0.997;0.00293
26;26;1;0.0004;2495;0.9976;0.002441
27;27;0;0.0;2495;0.9976;0.002441
28;28;0;0.0;2495;0.9976;0.002441
29;29;0;0.0;2495;0.9976;0.002441
30;30;1;0.0004;2496;0.998;0.001953
31;31;2;0.0008;2498;0.999;0.000977
32;32;1;0.0004;2499;0.9995;0.0004883
33;33;0;0.0;2499;0.9995;0.0004883
34;34;0;0.0;2499;0.9995;0.0004883
35;35;1;0.0004;2500;1.0;0.0
