;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;3;0.0012;3;0.0012;0.999
5;5;87;0.0348;90;0.03598;0.964
6;6;593;0.2372;683;0.2732;0.7266
7;7;589;0.2356;1272;0.509;0.4912
8;8;443;0.1772;1715;0.686;0.314
9;9;332;0.1328;2047;0.819;0.1812
10;10;199;0.0796;2246;0.8984;0.10156
11;11;112;0.0448;2358;0.9434;0.05664
12;12;64;0.0256;2422;0.9688;0.03125
13;13;27;0.0108;2449;0.9795;0.02051
14;14;26;0.0104;2475;0.9897;0.010254
15;15;9;0.0036;2484;0.993;0.006836
16;16;5;0.002;2489;0.995;0.004883
17;17;4;0.0016;2493;0.9966;0.003418
18;18;1;0.0004;2494;0.997;0.00293
19;19;3;0.0012;2497;0.998;0.001953
20;20;0;0.0;2497;0.998;0.001953
21;21;0;0.0;2497;0.998;0.001953
22;22;1;0.0004;2498;0.9985;0.001465
23;23;0;0.0;2498;0.9985;0.001465
24;24;1;0.0004;2499;0.999;0.000977
25;25;0;0.0;2499;0.999;0.000977
26;26;0;0.0;2499;0.999;0.000977
27;27;0;0.0;2499;0.999;0.000977
28;28;0;0.0;2499;0.999;0.000977
29;29;0;0.0;2499;0.999;0.000977
30;30;0;0.0;2499;0.999;0.000977
31;31;1;0.0004;2500;0.9995;0.0004883
