;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;151;0.0604;155;0.06198;0.938
6;6;1107;0.4429;1262;0.505;0.495
7;7;420;0.168;1682;0.673;0.3271
8;8;197;0.0788;1879;0.7515;0.2485
9;9;136;0.0544;2015;0.8057;0.1943
10;10;103;0.0412;2118;0.8467;0.1533
11;11;93;0.0372;2211;0.884;0.1162
12;12;58;0.0232;2269;0.907;0.0928
13;13;45;0.018;2314;0.9253;0.0747
14;14;39;0.0156;2353;0.941;0.05908
15;15;27;0.0108;2380;0.9517;0.04834
16;16;32;0.0128;2412;0.9644;0.03564
17;17;19;0.0076;2431;0.972;0.02783
18;18;11;0.0044;2442;0.9766;0.02344
19;19;10;0.004;2452;0.9805;0.01953
20;20;11;0.0044;2463;0.985;0.01514
21;21;9;0.0036;2472;0.9883;0.01172
22;22;8;0.0032;2480;0.9917;0.0083
23;23;6;0.0024;2486;0.994;0.00586
24;24;3;0.0012;2489;0.995;0.004883
25;25;3;0.0012;2492;0.996;0.003906
26;26;0;0.0;2492;0.996;0.003906
27;27;0;0.0;2492;0.996;0.003906
28;28;2;0.0008;2494;0.997;0.00293
29;29;0;0.0;2494;0.997;0.00293
30;30;2;0.0008;2496;0.998;0.001953
31;31;1;0.0004;2497;0.9985;0.001465
32;32;0;0.0;2497;0.9985;0.001465
33;33;1;0.0004;2498;0.999;0.000977
34;34;0;0.0;2498;0.999;0.000977
35;35;0;0.0;2498;0.999;0.000977
36;36;0;0.0;2498;0.999;0.000977
37;37;0;0.0;2498;0.999;0.000977
38;38;1;0.0004;2499;0.9995;0.0004883
39;39;0;0.0;2499;0.9995;0.0004883
40;40;0;0.0;2499;0.9995;0.0004883
41;41;0;0.0;2499;0.9995;0.0004883
42;42;0;0.0;2499;0.9995;0.0004883
43;43;0;0.0;2499;0.9995;0.0004883
44;44;0;0.0;2499;0.9995;0.0004883
45;45;0;0.0;2499;0.9995;0.0004883
46;46;0;0.0;2499;0.9995;0.0004883
47;47;0;0.0;2499;0.9995;0.0004883
48;48;0;0.0;2499;0.9995;0.0004883
49;49;0;0.0;2499;0.9995;0.0004883
50;50;0;0.0;2499;0.9995;0.0004883
51;51;1;0.0004;2500;1.0;0.0
