;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;156;0.0624;160;0.064;0.936
6;6;1320;0.528;1480;0.592;0.4082
7;7;342;0.1368;1822;0.7285;0.2715
8;8;169;0.0676;1991;0.796;0.2041
9;9;117;0.0468;2108;0.843;0.1572
10;10;86;0.0344;2194;0.877;0.12305
11;11;40;0.016;2234;0.893;0.10693
12;12;39;0.0156;2273;0.9087;0.0913
13;13;38;0.0152;2311;0.924;0.0762
14;14;26;0.0104;2337;0.934;0.0659
15;15;28;0.0112;2365;0.9453;0.0547
16;16;16;0.0064;2381;0.9517;0.04834
17;17;11;0.0044;2392;0.956;0.04395
18;18;9;0.0036;2401;0.9595;0.04053
19;19;20;0.008;2421;0.9673;0.0327
20;20;5;0.002;2426;0.969;0.03076
21;21;7;0.0028;2433;0.972;0.02783
22;22;7;0.0028;2440;0.975;0.0249
23;23;6;0.0024;2446;0.9775;0.02246
24;24;6;0.0024;2452;0.98;0.02002
25;25;8;0.0032;2460;0.9834;0.0166
26;26;2;0.0008;2462;0.9844;0.01563
27;27;5;0.002;2467;0.9863;0.01367
28;28;4;0.0016;2471;0.988;0.01221
29;29;5;0.002;2476;0.9897;0.010254
30;30;3;0.0012;2479;0.9907;0.00928
31;31;1;0.0004;2480;0.991;0.00879
32;32;1;0.0004;2481;0.9917;0.0083
33;33;2;0.0008;2483;0.9927;0.007324
34;34;1;0.0004;2484;0.993;0.006836
35;35;1;0.0004;2485;0.9937;0.006348
36;36;2;0.0008;2487;0.9946;0.00537
37;37;2;0.0008;2489;0.9956;0.004395
38;38;0;0.0;2489;0.9956;0.004395
39;39;2;0.0008;2491;0.9966;0.003418
40;40;0;0.0;2491;0.9966;0.003418
41;41;3;0.0012;2494;0.9976;0.002441
42;42;1;0.0004;2495;0.998;0.001953
43;43;0;0.0;2495;0.998;0.001953
44;44;0;0.0;2495;0.998;0.001953
45;45;1;0.0004;2496;0.9985;0.001465
46;46;1;0.0004;2497;0.999;0.000977
47;47;0;0.0;2497;0.999;0.000977
48;48;1;0.0004;2498;0.9995;0.0004883
49;49;0;0.0;2498;0.9995;0.0004883
50;50;0;0.0;2498;0.9995;0.0004883
51;51;0;0.0;2498;0.9995;0.0004883
52;52;0;0.0;2498;0.9995;0.0004883
53;53;0;0.0;2498;0.9995;0.0004883
54;54;0;0.0;2498;0.9995;0.0004883
55;55;1;0.0004;2499;1.0;0.0
56;56;1;0.0004;2500;1.0;0.0
