;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;160;0.064;164;0.0656;0.9346
6;6;1341;0.5366;1505;0.602;0.398
7;7;322;0.1288;1827;0.731;0.269
8;8;159;0.0636;1986;0.7944;0.2056
9;9;96;0.0384;2082;0.833;0.167
10;10;81;0.0324;2163;0.865;0.1348
11;11;64;0.0256;2227;0.8906;0.1094
12;12;43;0.0172;2270;0.9077;0.0923
13;13;53;0.0212;2323;0.9287;0.0713
14;14;22;0.0088;2345;0.9375;0.0625
15;15;23;0.0092;2368;0.947;0.05322
16;16;18;0.0072;2386;0.954;0.0459
17;17;15;0.006;2401;0.96;0.04004
18;18;13;0.0052;2414;0.9653;0.03467
19;19;7;0.0028;2421;0.9683;0.03174
20;20;13;0.0052;2434;0.9736;0.02637
21;21;4;0.0016;2438;0.975;0.0249
22;22;5;0.002;2443;0.977;0.02295
23;23;1;0.0004;2444;0.9775;0.02246
24;24;7;0.0028;2451;0.9805;0.01953
25;25;7;0.0028;2458;0.9834;0.0166
26;26;5;0.002;2463;0.9854;0.01465
27;27;6;0.0024;2469;0.988;0.01221
28;28;2;0.0008;2471;0.989;0.01123
29;29;3;0.0012;2474;0.9897;0.010254
30;30;1;0.0004;2475;0.99;0.009766
31;31;3;0.0012;2478;0.991;0.00879
32;32;0;0.0;2478;0.991;0.00879
33;33;1;0.0004;2479;0.9917;0.0083
34;34;3;0.0012;2482;0.9927;0.007324
35;35;3;0.0012;2485;0.9937;0.006348
36;36;1;0.0004;2486;0.994;0.00586
37;37;2;0.0008;2488;0.995;0.004883
38;38;2;0.0008;2490;0.996;0.003906
39;39;1;0.0004;2491;0.9966;0.003418
40;40;0;0.0;2491;0.9966;0.003418
41;41;1;0.0004;2492;0.997;0.00293
42;42;0;0.0;2492;0.997;0.00293
43;43;0;0.0;2492;0.997;0.00293
44;44;0;0.0;2492;0.997;0.00293
45;45;1;0.0004;2493;0.9976;0.002441
46;46;3;0.0012;2496;0.9985;0.001465
47;47;0;0.0;2496;0.9985;0.001465
48;48;1;0.0004;2497;0.999;0.000977
49;49;1;0.0004;2498;0.9995;0.0004883
50;50;0;0.0;2498;0.9995;0.0004883
51;51;2;0.0008;2500;1.0;0.0
