;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;158;0.0632;162;0.06476;0.935
6;6;1309;0.5234;1471;0.5884;0.4116
7;7;353;0.1412;1824;0.7295;0.2705
8;8;165;0.066;1989;0.7954;0.2046
9;9;91;0.0364;2080;0.832;0.168
10;10;72;0.0288;2152;0.861;0.1392
11;11;69;0.0276;2221;0.8887;0.1113
12;12;45;0.018;2266;0.9067;0.09326
13;13;44;0.0176;2310;0.9243;0.0757
14;14;34;0.0136;2344;0.938;0.062
15;15;28;0.0112;2372;0.949;0.05078
16;16;15;0.006;2387;0.955;0.04492
17;17;15;0.006;2402;0.961;0.03906
18;18;10;0.004;2412;0.965;0.03516
19;19;6;0.0024;2418;0.9673;0.0327
20;20;9;0.0036;2427;0.9707;0.0293
21;21;7;0.0028;2434;0.9736;0.02637
22;22;5;0.002;2439;0.9756;0.02441
23;23;8;0.0032;2447;0.979;0.021
24;24;7;0.0028;2454;0.982;0.01807
25;25;5;0.002;2459;0.984;0.01611
26;26;5;0.002;2464;0.986;0.01416
27;27;3;0.0012;2467;0.987;0.01318
28;28;7;0.0028;2474;0.9897;0.010254
29;29;5;0.002;2479;0.9917;0.0083
30;30;4;0.0016;2483;0.993;0.006836
31;31;1;0.0004;2484;0.9937;0.006348
32;32;3;0.0012;2487;0.9946;0.00537
33;33;1;0.0004;2488;0.995;0.004883
34;34;1;0.0004;2489;0.9956;0.004395
35;35;3;0.0012;2492;0.9966;0.003418
36;36;0;0.0;2492;0.9966;0.003418
37;37;1;0.0004;2493;0.997;0.00293
38;38;1;0.0004;2494;0.9976;0.002441
39;39;0;0.0;2494;0.9976;0.002441
40;40;1;0.0004;2495;0.998;0.001953
41;41;0;0.0;2495;0.998;0.001953
42;42;0;0.0;2495;0.998;0.001953
43;43;0;0.0;2495;0.998;0.001953
44;44;0;0.0;2495;0.998;0.001953
45;45;1;0.0004;2496;0.9985;0.001465
46;46;0;0.0;2496;0.9985;0.001465
47;47;1;0.0004;2497;0.999;0.000977
48;48;1;0.0004;2498;0.9995;0.0004883
49;49;0;0.0;2498;0.9995;0.0004883
50;50;0;0.0;2498;0.9995;0.0004883
51;51;0;0.0;2498;0.9995;0.0004883
52;52;0;0.0;2498;0.9995;0.0004883
53;53;0;0.0;2498;0.9995;0.0004883
54;54;0;0.0;2498;0.9995;0.0004883
55;55;1;0.0004;2499;1.0;0.0
56;56;0;0.0;2499;1.0;0.0
57;57;0;0.0;2499;1.0;0.0
58;58;0;0.0;2499;1.0;0.0
59;59;1;0.0004;2500;1.0;0.0
