;bins;d;rd;cd;rcd;rccd
0;0;0;0.0;0;0.0;1.0
1;1;0;0.0;0;0.0;1.0
2;2;0;0.0;0;0.0;1.0
3;3;0;0.0;0;0.0;1.0
4;4;4;0.0016;4;0.0016;0.9985
5;5;159;0.0636;163;0.0652;0.9346
6;6;1090;0.436;1253;0.501;0.499
7;7;418;0.1672;1671;0.668;0.332
8;8;203;0.0812;1874;0.749;0.251
9;9;166;0.0664;2040;0.8154;0.1846
10;10;120;0.048;2160;0.8633;0.1367
11;11;66;0.0264;2226;0.8896;0.11035
12;12;43;0.0172;2269;0.9067;0.09326
13;13;55;0.022;2324;0.9287;0.0713
14;14;34;0.0136;2358;0.9424;0.05762
15;15;23;0.0092;2381;0.9517;0.04834
16;16;24;0.0096;2405;0.9614;0.03857
17;17;18;0.0072;2423;0.9688;0.03125
18;18;9;0.0036;2432;0.972;0.02783
19;19;16;0.0064;2448;0.9785;0.02148
20;20;15;0.006;2463;0.9844;0.01563
21;21;7;0.0028;2470;0.9873;0.012695
22;22;4;0.0016;2474;0.989;0.01123
23;23;6;0.0024;2480;0.991;0.00879
24;24;3;0.0012;2483;0.992;0.007812
25;25;1;0.0004;2484;0.9927;0.007324
26;26;1;0.0004;2485;0.993;0.006836
27;27;4;0.0016;2489;0.9946;0.00537
28;28;1;0.0004;2490;0.995;0.004883
29;29;0;0.0;2490;0.995;0.004883
30;30;2;0.0008;2492;0.996;0.003906
31;31;0;0.0;2492;0.996;0.003906
32;32;3;0.0012;2495;0.997;0.00293
33;33;2;0.0008;2497;0.998;0.001953
34;34;1;0.0004;2498;0.9985;0.001465
35;35;0;0.0;2498;0.9985;0.001465
36;36;0;0.0;2498;0.9985;0.001465
37;37;0;0.0;2498;0.9985;0.001465
38;38;0;0.0;2498;0.9985;0.001465
39;39;0;0.0;2498;0.9985;0.001465
40;40;1;0.0004;2499;0.999;0.000977
41;41;0;0.0;2499;0.999;0.000977
42;42;0;0.0;2499;0.999;0.000977
43;43;1;0.0004;2500;0.9995;0.0004883
