#n_nodes  m_edges  aspl  diameter  acluster  assort    n_conn  n_comp  o_largestc
2500  9900   4.58624729892   8  0.112959987826   0.0757926033594  4   1  2500
2475  9347   4.80333423156   9  0.110500426837   0.0915423179336  4   1  2475
2450  8924   4.95145740452  10   0.10861591583    0.103243857404  4   1  2450
2425  8554   5.09609506311  10  0.106337307595   0.0939062555127  3   1  2425
2400  8215   5.22800646103  10  0.103314019314   0.0870004863328  2   1  2400
2375  7900   5.35431029131  10  0.101149692413   0.0706479141523  2   1  2375
2350  7600    5.5024468538  10  0.100804335145   0.0545938456555  2   1  2350
2325  7320   5.63026779931  11 0.0982745736939   0.0576447765007  2   1  2325
2300  7056   5.71510827014  11 0.0945469289165   0.0713299995548  2   1  2300
2275  6806   5.83835580427  11 0.0925804988662   0.0889772122149  1   1  2275
2250  6562   5.95848386937  12 0.0904444444444   0.0835307164173  1   1  2250
2225  6337   6.07988319457  12 0.0876900303192    0.108214692589  1   1  2225
2200  6112   6.22702137335  12 0.0858275613276   0.0980267551608  1   1  2200
2175  5891   6.32497837558  12 0.0837339901478   0.0599554838331  1   1  2175
2150  5691   6.46004956334  13 0.0818748615725   0.0889789848546  1   1  2150
2125  5491   6.66089775119  13 0.0806352941176   0.0916130727605  1   1  2125
2100  5291   6.79366773293  13  0.078433106576     0.07816401627  1   1  2100
2075  5104   6.87580067619  13 0.0763993115318   0.0704726845546  1   1  2075
2050  4929   6.95280410432  14 0.0747549361208   0.0989146810202  1   1  2050
2025  4754   7.07556482701  14 0.0716825396825    0.135727210953  1   1  2025
2000  4579   7.32877121293  14 0.0696664043685    0.152260782225  1   4  1997
1975  4404   7.46638839234  14  0.067470781416    0.125262730123  1   4  1972
1950  4229   7.61609844856  14  0.064964414117   0.0593763705711  1   4  1947
1925  4071   7.68406478372  14 0.0624176205342   0.0449921607681  1   4  1922
1900  3921   7.81558706427  15 0.0605980650836   0.0844047268011  1   6  1895
1875  3771   8.05457521109  16 0.0590909090909    0.123920661726  1   6  1870
1850  3621   8.39854118321  17 0.0566286851148    0.159968145649  1   8  1843
1825  3471   8.73875489383  19 0.0551698806244    0.150932446133  1  10  1815
1800  3321    8.9423691023  19 0.0534636871508    0.122633587554  1  10  1790
1775  3171   9.16182540326  19 0.0516628873772   0.0630944680312  1  11  1764
1750  3034   9.31760909111  19 0.0477285796435   0.0222794800159  1  11  1739
1725  2909   9.51969860286  20 0.0469980506823   0.0784951660898  1  15  1710
1700  2784   9.84593807292  21 0.0446159936659    0.101069876512  1  16  1684
1675  2659   10.4547793366  23 0.0431644551669    0.136133077006  1  17  1658
1650  2534   11.2651448454  26 0.0400491400491    0.150780048159  1  19  1628
1625  2409   11.8241931558  29 0.0366895976652    0.140980972932  1  23  1599
1600  2284   12.5867224997  29 0.0346717654557    0.111983629272  1  27  1569
1575  2159   12.8666664983  29  0.032317336792  -0.0366181456238  1  29  1542
1550  2052   13.2598086061  30 0.0303231518371  -0.0426789484743  1  37  1506
1525  1952   14.0615925769  38 0.0281400137268 -0.00933407781208  1  46  1457
1500  1852   14.5746828887  41 0.0241007194245   0.0240969504592  1  61  1390
1475  1752   16.3094140652  50 0.0246311577894   0.0635242053106  1  76  1333
1450  1652   17.9778226806  50 0.0232403718459   0.0585002795827  1  90  1255
1425  1552   20.9506338103  69 0.0225336630943   0.0573082931468  1 105  1213
1400  1452   27.1928699091  76  0.021037037037    0.020243796256  1 116  1125
1375  1352   34.0904875118  85  0.019209039548  -0.0406327009105  1 135   885
1350  1252   35.9174442256  96 0.0192210419828   -0.153831257469  1 164   659
1325  1175   23.0558740559  60 0.0280583613917   -0.131446407037  1 206   297
1300  1100   14.7871752349  37             0.0   -0.138357705287  1 249   135
1275  1025   13.7268195414  35             0.0  -0.0792986971208  1 295   119
1250   950   11.6489383632  29  0.040404040404   -0.219199292192  1 335    99
1225   875   13.3291182502  32 0.0519480519481    -0.16052141527  1 375    77
1200   800   11.6406438632  28 0.0140845070423 -0.00197921820881  1 419    71
1175   725   11.6406438632  28 0.0140845070423 -0.00197921820881  1 467    71
1150   650   10.5172413793  28 0.0172413793103   0.0590207914152  1 508    58
1125   575   5.39130434783  12             0.0  -0.0454545454545  1 550    24
1100   518   3.66666666667   9             0.0            -0.125  1 582    10
